id,Gender,gender,Age,Under 30,Senior Citizen,*age,age,Married,married,Dependents,Number of Dependents,*num_depnd,num_dep,City,Lat Long,Latitude,Longitude,location,Population,,Satisfaction Score,*score,score,Referred a Friend,Number of Referrals,*num_ref,num_ref,Tenure in Months,,,Offer,,,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category,is_test,is_train,is_train_and_na_churn
9674-EHPPG,Male,,20,Yes,No,20,20,No,,Yes,1,1,,NA,NA,NA,NA,,NA,,4,,,No,0,0,0,3,,,Offer E,,,Yes,33.28,No,Yes,Cable,NA,Yes,No,Yes,No,NA,No,Yes,Yes,Month-to-Month,No,Credit Card,55.9,157.55,NA,NA,99.84,NA,No Churn,NA,TRUE,0
7247-XOZPB,Female,,37,NA,No,37,37,No,,No,0,0,,NA,"34.460197, -119.802602",34.460197,-119.802602,,16477,,4,,,No,0,0,0,5,,,NA,,,Yes,45.74,No,NA,Fiber Optic,30,No,Yes,No,NA,Yes,No,No,No,Month-to-Month,Yes,Credit Card,NA,420.45,NA,10,228.7,659.15,No Churn,NA,TRUE,0
8232-UTFOZ,Female,,49,No,No,49,49,Yes,,Yes,2,2,,Goleta,"34.489983, -120.091246",34.489983,-120.091246,,49975,,4,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,0
0568-ONFPC,NA,,27,NA,NA,27,27,NA,,No,NA,0,,Arvin,"35.116307, -118.817644",35.116307,-118.817644,,16206,,NA,,,NA,5,5,5,54,,,None,,,Yes,29.66,Yes,Yes,Cable,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,NA,Credit Card,91.3,4965,0,0,1601.64,NA,NA,NA,TRUE,1
5626-MGTUK,Male,,57,No,No,57,57,Yes,,No,NA,0,,Avenal,"35.916943, -120.129921",35.916943,NA,,14697,,4,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
1840-BIUOG,Male,,53,NA,NA,53,53,Yes,,Yes,1,1,,Coalinga,"36.186867, -120.387793",36.186867,-120.387793,,NA,,4,,,Yes,5,5,5,69,,,Offer A,,,NA,NA,Yes,Yes,Fiber Optic,17,NA,NA,Yes,No,No,NA,No,Yes,Two Year,Yes,Credit Card,NA,5420.65,0,0,1487.64,6908.29,No Churn,NA,TRUE,0
4891-NLUBA,Female,,58,No,No,58,58,No,,No,0,0,,Corcoran,"36.04533, -119.532424",36.04533,-119.532424,,23506,,4,,,No,0,0,0,48,,,None,,,Yes,13.03,No,Yes,DSL,5,NA,Yes,No,No,No,No,No,NA,Two Year,No,Credit Card,55.5,2627.35,0,0,625.44,3252.79,No Churn,NA,TRUE,0
9659-ZTWSM,Female,,54,No,No,54,54,Yes,,No,0,0,,NA,"35.846067, -119.004073",NA,-119.004073,,823,,3,,,Yes,4,4,4,8,,,Offer E,,,Yes,9.88,Yes,Yes,Fiber Optic,4,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,NA,743.75,0,0,79.04,822.79,NA,TRUE,NA,0
5032-MIYKT,Male,,59,No,No,59,59,Yes,,No,0,0,,Earlimart,"35.858054, -119.305858",NA,-119.305858,,9318,,3,,,NA,7,7,7,71,,,Offer A,,,Yes,NA,Yes,Yes,DSL,3,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.25,6589.6,0,NA,NA,9893.23,NA,TRUE,NA,0
4304-TSPVK,Male,,40,No,NA,40,40,Yes,,No,0,0,,Frazier Park,"34.907911, -119.234281",NA,-119.234281,,1526,,3,,,NA,8,8,8,67,,,Offer A,,,Yes,31.41,NA,Yes,Fiber Optic,23,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.9,6733.15,0,0,NA,8837.62,NA,NA,TRUE,1
6458-CYIDZ,Male,,28,Yes,No,28,28,Yes,,Yes,2,2,,Farmersville,NA,36.29878,-119.201028,,NA,,3,,,Yes,9,9,9,NA,,,None,,,Yes,42.74,Yes,Yes,Fiber Optic,52,No,Yes,No,NA,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.7,NA,0,0,1453.16,4863.16,NA,TRUE,NA,0
3594-KADLU,Female,,53,No,No,53,53,No,,No,0,0,,Fellows,"35.215731, -119.57013",35.215731,-119.57013,,626,,5,,,No,0,0,0,3,,,Offer E,,,Yes,34.76,No,Yes,Fiber Optic,21,No,No,NA,NA,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,199.85,0,0,104.28,304.13,No Churn,NA,TRUE,0
0396-HUJBP,Female,,37,NA,No,37,37,Yes,,NA,0,0,,NA,NA,NA,NA,,NA,,NA,,,Yes,2,2,2,9,,,None,,,Yes,42.39,No,Yes,Cable,NA,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,65.6,593.3,0,0,NA,974.81,NA,NA,TRUE,1
3838-OZURD,Male,,23,Yes,No,23,23,Yes,,NA,3,3,,NA,NA,NA,NA,,NA,,NA,,,Yes,1,1,1,71,,,Offer A,,,Yes,14.14,No,Yes,NA,59,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.65,NA,0,0,1003.94,8292.34,No Churn,NA,TRUE,0
7979-CORPM,Male,,36,No,No,36,36,No,,NA,0,0,,Huron,"36.217864, -120.080117",36.217864,-120.080117,,NA,,3,,,No,0,0,0,72,,,Offer A,,,No,0,No,Yes,Cable,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.7,4464.8,0,0,0,4464.8,NA,NA,TRUE,1
2753-JMMCV,NA,,20,Yes,NA,20,20,Yes,,NA,2,2,,NA,NA,NA,NA,,NA,,5,,,No,0,0,0,43,,,None,,,Yes,22.83,Yes,NA,Fiber Optic,47,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.3,4451.85,0,0,981.69,5433.54,No Churn,NA,TRUE,0
6185-TASNN,NA,,62,No,No,62,62,NA,,No,0,0,,Lake Isabella,"35.607875, -118.466318",35.607875,-118.466318,,5564,,3,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
6653-CBBOM,Male,,NA,NA,No,NA,NA,Yes,,NA,0,0,,NA,"35.245035, -118.905553",35.245035,-118.905553,,15364,,4,,,Yes,10,10,10,35,,,None,,,Yes,13.39,Yes,Yes,DSL,20,No,No,No,Yes,Yes,Yes,Yes,NA,One Year,Yes,Bank Withdrawal,73.45,2661.1,0,0,468.65,3129.75,NA,TRUE,NA,0
3537-HPKQT,Male,,28,Yes,No,28,28,NA,,No,0,0,,NA,NA,NA,NA,,NA,,5,,,No,0,0,0,4,,,None,,,Yes,45.37,No,NA,None,0,No,NA,No,NA,No,No,NA,No,Month-to-Month,NA,Credit Card,20.7,73.05,0,0,181.48,254.53,No Churn,NA,TRUE,0
2439-LYPMQ,Female,,23,Yes,No,23,23,Yes,,Yes,2,2,,Lebec,"34.845861, -118.885163",NA,-118.885163,,1247,,3,,,Yes,NA,1,1,49,,,None,,,Yes,33.65,NA,No,NA,0,No,No,No,No,NA,No,No,No,Two Year,No,Credit Card,25.25,NA,0,0,1648.85,2860.5,NA,NA,TRUE,1
0082-LDZUE,Female,,61,No,No,61,61,Yes,,Yes,2,2,,Lemon Cove,NA,36.462671,-118.997291,,NA,,NA,,,NA,5,5,5,NA,,,Offer A,,,Yes,36.5,Yes,Yes,NA,19,Yes,Yes,Yes,No,Yes,No,NA,Yes,Two Year,No,Bank Withdrawal,100.5,7030.65,0,0,2591.5,9622.15,NA,NA,TRUE,1
2580-ASVVY,Male,,44,No,No,44,44,Yes,,Yes,NA,2,,NA,"36.303666, -119.825657",36.303666,-119.825657,,NA,,5,,,Yes,NA,1,1,11,,,NA,,,Yes,38.48,No,Yes,NA,19,No,No,NA,No,Yes,Yes,NA,Yes,Month-to-Month,No,Bank Withdrawal,90.6,1020.2,0,0,423.28,1443.48,No Churn,NA,TRUE,0
8739-WWKDU,NA,,60,No,No,60,60,No,,Yes,3,3,,Mc Farland,"35.666886, -119.186717",35.666886,-119.186717,,NA,,4,,,No,0,0,0,NA,,,None,,,Yes,31.7,No,No,None,0,No,NA,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,1024.65,0,0,1553.3,2577.95,NA,TRUE,NA,0
2673-ZALNP,NA,,30,No,No,30,30,Yes,,NA,2,2,,New Cuyama,"34.956577, -119.750142",34.956577,NA,,798,,NA,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
4135-FRWKJ,Female,,47,No,No,47,47,No,,No,NA,0,,Posey,NA,35.861928,-118.636698,,266,,4,,,No,0,0,0,57,,,None,,,Yes,NA,Yes,Yes,Fiber Optic,7,No,Yes,No,Yes,No,Yes,Yes,NA,One Year,No,Bank Withdrawal,94.7,5468.95,0,0,2219.58,7688.53,No Churn,NA,TRUE,0
3569-VLDHH,Male,,52,No,No,52,52,Yes,,NA,2,2,,NA,NA,NA,NA,,NA,,NA,,,Yes,2,2,2,28,,,None,,,Yes,9.31,Yes,Yes,NA,19,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.4,1802.15,0,0,260.68,2062.83,No Churn,NA,TRUE,0
3620-EHIMZ,Female,,56,NA,No,56,56,Yes,,NA,0,0,,Sequoia National Park,"36.527243, -118.594938",36.527243,-118.594938,,56,,NA,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
2371-KFUOG,Female,,49,No,No,49,49,Yes,,No,0,0,,Shafter,"35.490705, -119.286833",NA,-119.286833,,15177,,4,,,Yes,1,1,1,47,,,None,,,NA,6.56,No,Yes,DSL,NA,Yes,NA,NA,No,NA,No,No,No,One Year,Yes,Credit Card,66.05,3021.45,0,40,308.32,3369.77,No Churn,NA,TRUE,0
6103-LIANB,NA,,24,Yes,No,24,24,No,,No,NA,0,,Strathmore,"36.141319, -119.129075",36.141319,-119.129075,,5689,,NA,,,No,0,0,0,NA,,,None,,,Yes,NA,No,NA,DSL,51,Yes,NA,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.8,274.35,0,0,206.45,480.8,No Churn,NA,TRUE,0
7216-EWTRS,Male,,NA,No,No,NA,NA,Yes,,NA,2,2,,Three Rivers,"36.413433, -118.854708",NA,-118.854708,,2318,,3,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,0
9885-AIBVB,Female,,43,No,No,43,43,Yes,,Yes,3,3,,Tulare,NA,36.185471,NA,,56101,,3,,,NA,3,3,3,48,,,None,,,NA,0,No,Yes,NA,22,Yes,No,Yes,No,No,Yes,NA,Yes,One Year,No,Credit Card,45,2196.3,0,NA,0,2196.3,No Churn,NA,TRUE,0
0361-HJRDX,Female,,NA,No,NA,NA,NA,Yes,,No,0,0,,Tupman,"35.316263, -119.402559",NA,-119.402559,,236,,3,,,NA,8,8,8,68,,,Offer A,,,Yes,23.14,Yes,Yes,NA,21,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Two Year,NA,Bank Withdrawal,114.9,7843.55,0,0,1573.52,NA,No Churn,NA,TRUE,0
9066-QRSDU,Female,,61,No,No,61,61,NA,,No,0,0,,Wasco,"35.652242, -119.4464",35.652242,-119.4464,,22760,,NA,,,Yes,NA,1,1,3,,,NA,,,NA,2.66,No,Yes,DSL,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,46.1,130.15,0,0,NA,138.13,NA,TRUE,NA,0
5982-PSMKW,Female,,58,No,NA,58,58,Yes,,Yes,2,2,,Woodlake,"36.464635, -119.094348",36.464635,-119.094348,,8870,,5,,,Yes,9,9,9,71,,,Offer A,,,Yes,27.26,NA,Yes,Fiber Optic,12,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,95.75,6849.4,0,0,1935.46,8784.86,No Churn,NA,TRUE,0
8393-JMVMB,Male,,43,No,No,43,43,Yes,,No,0,0,,NA,"35.710244, -118.881679",NA,-118.881679,,88,,5,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
5712-AHQNN,Male,,24,Yes,No,24,24,NA,,Yes,1,1,,NA,"36.391777, -119.372842",36.391777,NA,,36718,,3,,,NA,NA,0,0,NA,,,None,,,No,0,NA,NA,NA,76,Yes,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,33.6,2117.2,0,110,NA,2227.2,No Churn,NA,TRUE,0
1228-ZLNBX,Male,,31,No,NA,31,31,Yes,,Yes,3,3,,Visalia,"36.37559, -119.211689",36.37559,-119.211689,,30395,,3,,,Yes,7,7,7,72,,,Offer A,,,Yes,8.51,Yes,Yes,Fiber Optic,24,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,90.45,6565.85,0,0,612.72,7178.57,No Churn,NA,TRUE,0
4558-CGYCZ,NA,,28,Yes,No,28,28,No,,No,0,0,,NA,"35.391733, -118.984109",35.391733,-118.984109,,35643,,4,,,NA,0,0,0,8,,,Offer E,,,Yes,22.15,No,No,None,0,No,No,No,No,No,No,No,NA,Month-to-Month,Yes,Bank Withdrawal,19.7,168.9,0,NA,NA,346.1,No Churn,NA,TRUE,0
0788-DXBFY,Male,,60,No,No,60,60,No,,No,0,0,,Bakersfield,"35.449881, -118.841442",35.449881,-118.841442,,53481,,5,,,No,0,0,0,3,,,NA,,,NA,49.63,NA,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,253.8,NA,0,148.89,402.69,No Churn,NA,TRUE,0
6933-FHBZC,Male,,53,No,No,53,53,Yes,,Yes,3,3,,Bakersfield,"35.280113, -118.962329",35.280113,-118.962329,,59195,,NA,,,Yes,9,9,9,9,,,Offer E,,,Yes,2.68,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,NA,Mailed Check,19.6,NA,NA,0,NA,221.52,No Churn,NA,TRUE,0
9470-RTWDV,Male,,36,No,No,36,36,No,,No,0,0,,Bakersfield,"35.342891, -119.064803",35.342891,-119.064803,,58632,,5,,,No,0,0,0,46,,,Offer B,,,Yes,NA,No,NA,NA,16,NA,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,NA,2065.15,0,0,1109.98,3175.13,No Churn,NA,TRUE,0
2739-CCZMB,Female,,23,Yes,No,23,23,Yes,,No,0,0,,NA,NA,NA,NA,,NA,,4,,,Yes,10,10,10,67,,,Offer A,,,Yes,4.71,Yes,Yes,NA,58,NA,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Mailed Check,75.1,5064.45,NA,0,315.57,NA,No Churn,NA,TRUE,0
9107-UKCKY,Female,,54,No,No,54,54,Yes,,No,0,0,,Bakersfield,"35.392599, -119.245341",35.392599,-119.245341,,NA,,3,,,Yes,8,8,8,55,,,Offer B,,,Yes,3.28,No,No,None,NA,NA,NA,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.7,1140.05,NA,0,180.4,NA,No Churn,NA,TRUE,0
7176-WRTNX,Male,,64,No,No,64,64,Yes,,Yes,1,1,,NA,"35.233745, -120.626442",35.233745,-120.626442,,27047,,5,,,Yes,5,5,5,62,,,NA,,,Yes,20.96,No,No,NA,0,No,No,No,No,NA,No,No,No,Two Year,No,Credit Card,20.05,1263.9,NA,0,1299.52,2563.42,NA,TRUE,NA,0
4947-DSMXK,Male,,24,Yes,No,24,24,Yes,,NA,2,2,,San Luis Obispo,"35.236549, -120.727344",35.236549,-120.727344,,31982,,4,,,NA,8,8,8,NA,,,Offer B,,,No,0,No,NA,DSL,47,NA,NA,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,39.2,1838.15,0,0,0,1838.15,NA,NA,TRUE,1
4412-YLTKF,Male,,37,No,No,37,37,No,,No,0,0,,NA,NA,NA,NA,,NA,,4,,,No,NA,0,0,1,,,Offer E,,,NA,18.57,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.75,44.75,0,NA,18.57,73.32,No Churn,NA,TRUE,0
7044-YAACC,Male,,37,No,No,37,37,Yes,,No,0,0,,Atascadero,"35.453912, -120.69461",35.453912,-120.69461,,29539,,5,,,Yes,8,8,8,14,,,Offer D,,,NA,45.57,NA,Yes,Fiber Optic,10,No,Yes,Yes,No,No,No,No,Yes,NA,Yes,Bank Withdrawal,NA,1185,0,0,637.98,NA,NA,NA,TRUE,1
6732-VAILE,NA,,38,No,No,38,38,No,,No,0,0,,Casmalia,NA,34.866032,NA,,210,,4,,,No,0,0,0,64,,,NA,,,Yes,36.54,Yes,Yes,Fiber Optic,14,Yes,No,Yes,NA,No,Yes,Yes,Yes,Two Year,No,Credit Card,NA,6549.45,0,0,NA,8888.01,No Churn,NA,TRUE,0
9940-HPQPG,Male,,29,Yes,No,29,29,Yes,,NA,NA,0,,NA,NA,NA,NA,,NA,,4,,,Yes,9,9,9,69,,,Offer A,,,Yes,3.41,NA,Yes,Fiber Optic,41,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,NA,NA,0,0,235.29,8041.79,NA,TRUE,NA,0
6963-EZQEE,Female,,NA,No,No,NA,NA,No,,No,0,0,,Creston,"35.480896, -120.469476",35.480896,-120.469476,,1203,,3,,,No,0,0,0,NA,,,Offer E,,,Yes,43.84,Yes,No,NA,0,No,No,No,NA,No,No,No,No,Month-to-Month,NA,Bank Withdrawal,25.7,25.7,0,0,43.84,69.54,NA,TRUE,NA,0
0117-LFRMW,Male,,48,No,No,48,48,Yes,,Yes,3,3,,Grover Beach,NA,35.120833,-120.61843,,13106,,3,,,Yes,NA,1,1,71,,,NA,,,Yes,15.71,NA,Yes,DSL,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,90.3,6287.3,0,100,1115.41,7502.71,No Churn,NA,TRUE,0
5243-SAOTC,Male,,32,NA,No,32,32,No,,No,0,0,,Lompoc,"34.601055, -120.382917",34.601055,-120.382917,,51737,,5,,,No,0,0,0,NA,,,Offer E,,,NA,15.16,No,NA,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,NA,19.4,50.6,0,NA,30.32,80.92,NA,NA,TRUE,1
7410-OIEDU,Male,,NA,No,No,NA,NA,No,,Yes,2,2,,Los Olivos,"34.70434, -120.02609",34.70434,-120.02609,,1317,,3,,,No,0,0,0,NA,,,Offer B,,,Yes,25.25,No,Yes,Cable,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,2654.05,0,0,1186.75,3840.8,NA,NA,TRUE,1
4709-LKHYG,Male,,57,No,No,57,57,Yes,,Yes,1,1,,Oceano,"35.059695, -120.604741",35.059695,NA,,7435,,4,,,NA,1,1,1,60,,,Offer B,,,Yes,2.83,Yes,Yes,Fiber Optic,19,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.75,5969.95,0,0,169.8,6139.75,NA,NA,TRUE,1
5893-PYOLZ,Male,,NA,Yes,NA,24,24,No,,No,0,0,,Paso Robles,"35.634222, -120.728341",35.634222,NA,,35586,,4,,,NA,0,0,0,11,,,Offer D,,,Yes,33.48,No,No,None,0,NA,No,No,No,No,No,No,No,One Year,No,Mailed Check,NA,226.8,0,0,368.28,595.08,NA,NA,TRUE,1
6960-HVYXR,Female,,47,No,NA,47,47,No,,No,NA,0,,Pismo Beach,"35.165668, -120.655842",35.165668,-120.655842,,8564,,NA,,,No,0,0,0,29,,,None,,,No,0,No,NA,Cable,28,Yes,Yes,NA,Yes,No,No,No,NA,One Year,No,Credit Card,39.5,1082.75,0,0,0,1082.75,No Churn,NA,TRUE,0
6538-POCHL,Male,,23,Yes,No,23,23,Yes,,NA,9,9,,San Ardo,"35.996008, -120.85305",NA,-120.85305,,NA,,5,,,Yes,1,1,1,21,,,Offer D,,,No,0,No,Yes,DSL,59,No,No,NA,No,No,No,No,Yes,Month-to-Month,NA,Bank Withdrawal,26.05,565.75,0,0,0,565.75,No Churn,NA,TRUE,0
5897-ZYEKH,Female,,44,No,No,44,44,No,,NA,3,3,,NA,"35.746484, -121.223355",35.746484,-121.223355,,471,,NA,,,No,0,0,0,3,,,None,,,No,0,No,Yes,NA,53,No,Yes,No,No,NA,No,NA,Yes,Month-to-Month,No,Mailed Check,NA,90.05,0,0,0,90.05,NA,NA,TRUE,1
9154-QDGTH,Female,,NA,NA,No,NA,NA,Yes,,Yes,2,2,,Santa Margarita,"35.303926, -120.256567",NA,NA,,2687,,4,,,Yes,1,1,1,43,,,Offer B,,,Yes,14.64,No,Yes,NA,19,No,NA,No,No,No,NA,No,Yes,NA,No,Mailed Check,50.2,2169.4,0,0,629.52,NA,No Churn,NA,TRUE,0
5993-JSUWV,Female,,63,No,No,63,63,No,,No,0,0,,NA,NA,NA,NA,,NA,,4,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
5709-LVOEQ,Male,,57,No,No,57,57,Yes,,Yes,NA,2,,Santa Maria,"34.95934, -120.490081",34.95934,NA,,43684,,4,,,No,0,0,0,71,,,Offer A,,,Yes,23.41,Yes,Yes,DSL,53,Yes,No,Yes,Yes,Yes,Yes,NA,Yes,One Year,No,Bank Withdrawal,85.45,6300.85,NA,0,1662.11,7962.96,No Churn,NA,TRUE,0
4369-HTUIF,Female,,NA,Yes,NA,24,24,NA,,No,0,0,,NA,NA,NA,NA,,NA,,4,,,Yes,1,1,1,8,,,Offer E,,,Yes,28.37,No,No,NA,0,No,No,No,No,No,NA,No,No,One Year,No,Bank Withdrawal,19.8,160.05,0,0,226.96,NA,No Churn,NA,TRUE,0
0607-MVMGC,Male,,38,No,No,38,38,No,,No,0,0,,Shandon,"35.634488, -120.293534",35.634488,-120.293534,,NA,,NA,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
7839-QRKXN,Male,,NA,No,No,NA,NA,No,,No,NA,0,,Solvang,"34.624399, -120.137875",NA,-120.137875,,7958,,4,,,NA,0,0,0,20,,,Offer D,,,Yes,25.41,Yes,Yes,Fiber Optic,27,No,No,NA,No,NA,No,No,Yes,Month-to-Month,Yes,Credit Card,90.7,1781.35,0,0,508.2,2289.55,NA,NA,TRUE,1
3668-QPYBK,Male,,44,NA,No,44,44,No,,No,0,0,,Mojave,"35.097323, -118.171288",35.097323,-118.171288,,4882,,4,,,No,0,0,0,71,,,Offer A,,,Yes,41.34,NA,Yes,Fiber Optic,10,No,Yes,No,No,No,NA,No,Yes,NA,NA,Credit Card,79.05,5552.5,0,0,2935.14,8487.64,No Churn,NA,TRUE,0
5868-YWPDW,Female,,31,No,No,31,31,Yes,,Yes,2,2,,NA,NA,NA,NA,,NA,,NA,,,Yes,6,6,6,2,,,Offer E,,,NA,0,No,Yes,DSL,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,30.25,63.75,0,0,0,63.75,NA,TRUE,NA,0
7138-GIRSH,Female,,24,Yes,No,24,24,NA,,No,0,0,,Bishop,"37.04584, -118.397236",37.04584,-118.397236,,13309,,3,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
7244-KXYZN,NA,,46,No,No,46,46,No,,Yes,1,1,,Boron,"34.95703, -117.73045",34.95703,-117.73045,,2241,,3,,,No,0,0,0,9,,,None,,,NA,42.1,No,Yes,Fiber Optic,16,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93,870.25,NA,0,378.9,1249.15,No Churn,NA,TRUE,0
6691-CCIHA,Female,,50,No,No,50,50,Yes,,No,0,0,,Darwin,"36.319181, -117.593053",36.319181,-117.593053,,64,,3,,,Yes,2,2,2,71,,,None,,,Yes,NA,No,Yes,Cable,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,NA,Bank Withdrawal,84.8,NA,0,0,1637.26,7683.36,No Churn,NA,TRUE,0
7404-JLKQG,Female,,21,Yes,No,21,21,Yes,,Yes,3,3,,Edwards,"34.966777, -117.961179",34.966777,-117.961179,,7685,,3,,,Yes,5,5,5,42,,,Offer B,,,Yes,6.37,Yes,NA,Fiber Optic,69,Yes,Yes,No,No,Yes,No,No,No,One Year,Yes,Credit Card,94.45,3923.8,0,140,267.54,4331.34,NA,NA,TRUE,1
7548-SEPYI,Female,,24,Yes,No,24,24,NA,,NA,1,1,,June Lake,"37.730269, -119.055813",NA,-119.055813,,618,,NA,,,Yes,2,2,2,45,,,Offer B,,,Yes,40.19,No,No,None,NA,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.85,892.15,NA,0,1808.55,2700.7,No Churn,NA,TRUE,0
1110-KYLGQ,Female,,41,No,No,41,41,Yes,,No,0,0,,NA,NA,NA,NA,,NA,,4,,,Yes,7,7,7,43,,,Offer B,,,Yes,41.83,NA,Yes,Fiber Optic,15,No,Yes,NA,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.45,3398.9,0,0,1798.69,5197.59,No Churn,NA,TRUE,0
7799-DSEWS,Male,,28,Yes,No,28,28,No,,Yes,1,1,,NA,NA,NA,NA,,NA,,3,,,No,0,0,0,60,,,NA,,,Yes,49.96,NA,Yes,DSL,85,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Bank Withdrawal,84.95,NA,0,0,2997.6,7982.45,No Churn,NA,TRUE,0
2546-KZAAT,Male,,46,No,No,46,46,Yes,,Yes,2,2,,Lancaster,"34.712708, -117.889656",34.712708,-117.889656,,57794,,NA,,,Yes,4,4,4,7,,,NA,,,No,0,No,Yes,DSL,28,Yes,No,Yes,Yes,No,NA,Yes,Yes,Two Year,No,NA,49.65,305.55,0,0,0,305.55,No Churn,NA,TRUE,0
