Customer ID,Count.x,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Count.y,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,ID,Population,Satisfaction Score,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category,is_test,is_train
3097-NQYSN,1,Male,53,No,No,No,No,0,1,United States,California,NA,NA,"36.633498, -119.298895",36.633498,-119.298895,NA,NA,3,1,Q3,No,0,NA,None,Yes,7.74,No,No,NA,0,No,No,No,NA,No,No,No,No,One Year,Yes,Credit Card,19.15,638,0,0,NA,908.9,No Churn,NA,TRUE
9494-MRNYX,NA,Male,54,No,No,Yes,Yes,3,1,United States,California,Orosi,93647,NA,36.600185,-119.175655,825,9780,3,1,Q3,Yes,3,26,None,Yes,24.17,No,Yes,Fiber Optic,75,No,No,NA,NA,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,78.95,2034.25,0,0,628.42,2662.67,No Churn,NA,TRUE
4661-NJEUX,1,Male,20,Yes,No,No,Yes,2,1,NA,California,Fresno,93650,"36.841655, -119.797113",36.841655,-119.797113,827,3258,4,1,Q3,No,0,53,Offer B,Yes,47.81,No,NA,Cable,59,NA,Yes,No,NA,NA,NA,No,Yes,One Year,No,Credit Card,62.85,3419.5,NA,0,NA,5953.43,NA,TRUE,NA
5575-TPIZQ,NA,Male,48,No,No,Yes,No,0,1,United States,California,NA,93653,"37.252057, -119.95783",37.252057,-119.95783,830,972,NA,1,Q3,Yes,10,43,NA,Yes,7.63,No,Yes,Fiber Optic,20,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,86.1,3551.65,0,0,328.09,3879.74,No Churn,NA,TRUE
6917-IAYHD,NA,Male,48,No,No,Yes,Yes,3,1,United States,California,Reedley,93654,"36.636638, -119.421842",36.636638,-119.421842,831,25923,3,NA,Q3,Yes,5,NA,Offer E,Yes,NA,No,No,None,NA,NA,No,No,No,No,No,No,NA,Month-to-Month,No,Credit Card,19.55,NA,0,0,219.24,NA,NA,TRUE,NA
4526-RMTLL,1,Male,48,No,No,No,Yes,3,1,United States,California,Riverdale,93656,"36.452211, -119.94575",36.452211,-119.94575,832,5729,NA,1,Q3,No,0,NA,Offer B,Yes,22.47,Yes,No,None,0,NA,No,NA,No,No,No,No,No,Two Year,Yes,Credit Card,24.8,1424.2,0,NA,1258.32,2682.52,No Churn,NA,TRUE
9670-BPNXF,1,Male,63,No,No,Yes,NA,1,1,United States,California,San Joaquin,93660,"36.600193, -120.153393",36.600193,-120.153393,834,4318,3,1,Q3,Yes,10,34,None,Yes,5.65,No,Yes,Fiber Optic,26,No,No,Yes,No,Yes,No,No,NA,Month-to-Month,Yes,Credit Card,84.05,2909.95,0,0,192.1,3102.05,NA,TRUE,NA
3572-UOLYZ,1,Female,33,No,NA,No,No,0,1,United States,NA,Selma,93662,"36.545322, -119.642281",NA,-119.642281,835,26213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
8218-FFJDS,1,Male,62,NA,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Q3,No,0,56,Offer B,Yes,10.99,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,NA,Yes,Month-to-Month,No,Bank Withdrawal,98.6,5581.05,0,0,615.44,6196.49,No Churn,NA,TRUE
7130-YXBRO,1,Female,54,No,No,Yes,No,0,1,United States,California,Tollhouse,93667,"36.993666, -119.348267",NA,-119.348267,839,2633,5,1,Q3,Yes,4,NA,NA,Yes,33.66,NA,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,103.65,5676.65,0,0,NA,7527.95,NA,TRUE,NA
4797-AXPXK,1,Female,NA,Yes,No,Yes,Yes,2,1,United States,California,Tranquillity,93668,"36.635661, -120.288644",36.635661,-120.288644,840,1130,3,1,Q3,Yes,7,36,None,Yes,40.54,Yes,Yes,Cable,59,Yes,NA,Yes,NA,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.9,3379.25,0,0,1459.44,4838.69,No Churn,NA,TRUE
2230-XTUWL,1,Male,26,Yes,No,NA,No,0,1,United States,California,Wishon,93669,"37.287758, -119.548156",37.287758,-119.548156,841,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
9904-EHEVJ,1,Female,43,No,No,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
4003-OCTMP,1,Female,28,Yes,No,No,No,0,1,United States,California,Fresno,93704,"36.799648, -119.801247",36.799648,-119.801247,847,26580,3,1,Q3,No,0,67,NA,Yes,35.99,NA,NA,DSL,73,Yes,Yes,No,Yes,No,No,No,Yes,One Year,NA,Credit Card,60.5,3870,NA,0,2411.33,6281.33,No Churn,NA,TRUE
9348-YVOMK,1,Male,60,No,No,No,No,0,1,United States,California,NA,NA,"36.654614, -119.903674",36.654614,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
2266-SJNAT,1,Female,36,No,No,No,No,0,1,NA,California,NA,93710,"36.822715, -119.761826",36.822715,-119.761826,850,29337,3,1,Q3,No,0,13,Offer D,Yes,28.45,No,Yes,DSL,30,Yes,NA,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,67.8,842.25,0,NA,369.85,1212.1,No Churn,NA,TRUE
8205-MQUGY,1,Female,46,No,No,No,NA,0,1,United States,California,Fresno,93721,"36.732694, -119.783786",NA,-119.783786,853,6848,5,1,Q3,No,0,29,NA,Yes,2.76,No,NA,None,0,No,No,NA,No,No,No,No,No,Month-to-Month,No,Credit Card,19.35,601.6,0,0,80.04,681.64,NA,NA,TRUE
0420-BWTPW,1,Male,NA,No,No,Yes,No,0,1,United States,California,Fresno,93727,"36.751489, -119.68072",36.751489,-119.68072,857,54701,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
2091-RFFBA,1,Male,44,NA,No,No,No,0,1,United States,California,Fresno,93728,"36.757345, -119.818274",36.757345,-119.818274,858,16346,5,1,Q3,No,0,27,None,Yes,21.66,NA,No,None,NA,No,NA,No,No,No,No,No,No,One Year,No,Credit Card,20.3,595.05,0,0,584.82,1179.87,NA,TRUE,NA
1140-UKVZG,1,Male,31,NA,NA,No,No,0,1,NA,NA,Salinas,93906,"36.722898, -121.633648",36.722898,-121.633648,861,53946,5,1,Q3,No,0,1,Offer E,Yes,10.22,No,NA,None,0,No,No,No,NA,No,NA,No,No,Month-to-Month,Yes,Credit Card,19.75,19.75,0,0,10.22,29.97,No Churn,NA,TRUE
8311-UEUAB,NA,Male,44,No,No,No,No,0,1,United States,California,Salinas,93907,"36.77462, -121.664714",36.77462,-121.664714,862,22292,5,1,Q3,No,NA,11,Offer D,Yes,40.59,No,Yes,NA,22,No,NA,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.2,492,0,150,446.49,1088.49,NA,NA,TRUE
4043-MKDTV,1,NA,64,No,NA,Yes,NA,2,1,United States,NA,Salinas,93908,"36.624338, -121.615669",NA,-121.615669,863,13027,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
4060-LDNLU,1,NA,24,Yes,No,No,NA,0,1,United States,California,Carmel By The Sea,93921,"36.554618, -121.922239",NA,-121.922239,865,2966,NA,NA,Q3,NA,0,NA,None,Yes,49.61,NA,Yes,DSL,76,Yes,No,NA,Yes,NA,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75,1908.35,0,0,1289.86,NA,NA,NA,TRUE
3162-KKZXO,NA,Female,44,No,No,Yes,NA,2,1,NA,California,Carmel Valley,NA,"36.414611, -121.6386",36.414611,-121.6386,NA,NA,3,1,Q3,Yes,NA,72,Offer A,No,0,No,Yes,Cable,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,65.7,4575.35,0,0,0,4575.35,NA,NA,TRUE
0357-NVCRI,1,Male,31,No,No,Yes,Yes,1,1,United States,California,Gonzales,93926,"36.52588, -121.396719",36.52588,-121.396719,869,9023,4,1,Q3,Yes,5,72,Offer A,NA,45.32,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,110.9,7922.75,NA,130,3263.04,11315.79,No Churn,NA,TRUE
3132-TVFDZ,NA,Male,37,No,No,No,No,0,1,United States,California,Greenfield,93927,"36.248708, -121.386617",36.248708,-121.386617,870,14204,3,1,Q3,No,0,6,None,Yes,43.37,Yes,Yes,Fiber Optic,NA,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,NA,87.95,NA,0,0,260.22,NA,No Churn,NA,TRUE
8945-MUQUF,1,Female,40,No,No,Yes,No,0,1,United States,California,King City,NA,"36.220761, -120.980777",36.220761,-120.980777,NA,NA,5,1,Q3,Yes,5,50,NA,Yes,NA,Yes,Yes,DSL,28,No,No,Yes,No,Yes,Yes,Yes,NA,One Year,No,Bank Withdrawal,NA,3876.2,0,0,473.5,4349.7,NA,NA,TRUE
8149-RSOUN,1,Male,22,Yes,NA,Yes,No,0,1,United States,California,NA,93932,"35.989792, -121.055933",35.989792,-121.055933,873,538,3,1,Q3,Yes,1,61,Offer B,No,0,No,Yes,DSL,59,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,NA,3778.85,0,0,0,3778.85,No Churn,NA,TRUE
8550-XSXUQ,1,Male,29,Yes,No,Yes,No,0,NA,United States,California,Monterey,NA,"36.362741, -121.869685",36.362741,-121.869685,NA,NA,4,1,Q3,Yes,4,72,Offer A,Yes,35.71,Yes,Yes,Fiber Optic,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Two Year,No,NA,115.15,8349.45,0,0,NA,10920.57,No Churn,NA,TRUE
2458-EOMRE,1,Female,42,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Q3,No,0,1,Offer E,NA,20.11,No,No,None,0,No,No,No,No,No,No,No,NA,NA,No,NA,19.5,19.5,0,0,20.11,39.61,No Churn,NA,TRUE
8619-IJNDK,1,Female,33,NA,No,No,No,0,1,United States,California,San Lucas,93954,NA,36.125529,-120.864443,878,521,5,1,NA,No,0,12,Offer D,Yes,18.75,Yes,NA,NA,NA,No,NA,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.55,1066.9,0,110,225,1401.9,No Churn,NA,TRUE
5600-KTXFM,1,Male,42,No,No,Yes,Yes,3,1,United States,California,Soledad,93960,"36.414216, -121.360597",36.414216,-121.360597,880,13003,NA,1,NA,Yes,NA,61,Offer B,Yes,31.49,No,No,None,0,No,No,No,No,NA,No,No,No,NA,No,Credit Card,NA,1226.45,NA,0,1920.89,3147.34,No Churn,NA,TRUE
8809-RIHDD,NA,Male,60,No,No,No,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Q3,No,0,21,Offer D,Yes,19.57,No,Yes,DSL,29,No,No,No,No,No,No,NA,Yes,Month-to-Month,No,Credit Card,45.65,985.05,NA,0,410.97,1396.02,No Churn,NA,TRUE
3717-OFRTN,1,Male,47,No,No,Yes,Yes,NA,1,United States,California,Brisbane,94005,NA,37.684694,-122.40712,883,3635,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
7684-XSZIY,1,Female,30,NA,No,Yes,No,0,1,United States,California,NA,94015,"37.680844, -122.48131",37.680844,-122.48131,886,63337,5,1,Q3,Yes,10,62,Offer B,Yes,15.06,Yes,Yes,Fiber Optic,82,No,NA,NA,No,Yes,NA,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,6164.7,0,0,933.72,NA,No Churn,NA,TRUE
7714-YXSMB,1,Male,44,No,No,No,Yes,1,1,United States,California,La Honda,94020,"37.285677, -122.224165",37.285677,-122.224165,888,1622,NA,1,Q3,No,0,1,Offer E,No,0,No,Yes,Cable,19,No,Yes,No,Yes,NA,No,No,No,Month-to-Month,No,Credit Card,33.6,33.6,0,50,0,83.6,No Churn,NA,TRUE
0206-OYVOC,1,Female,NA,Yes,NA,NA,No,0,1,United States,California,Los Altos,94022,"37.349546, -122.134356",37.349546,-122.134356,890,18486,NA,1,Q3,No,NA,1,None,Yes,45.86,No,No,None,0,NA,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,NA,20.7,0,0,45.86,66.56,No Churn,NA,TRUE
8035-PWSEV,1,Male,44,No,No,No,NA,1,1,United States,California,Los Altos,94024,"37.352911, -122.093002",37.352911,-122.093002,891,21496,4,1,Q3,No,0,62,Offer B,NA,17.67,Yes,Yes,Fiber Optic,19,No,NA,Yes,Yes,NA,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.05,6590.5,NA,0,NA,7686.04,NA,NA,TRUE
3936-QQFLL,1,Female,26,Yes,No,Yes,NA,2,1,United States,California,NA,94025,"37.449551, -122.183762",37.449551,-122.183762,892,39062,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2229-DPMBI,1,Female,59,No,No,Yes,Yes,3,1,United States,California,Portola Valley,94028,NA,37.369709,-122.215844,894,6601,NA,1,Q3,Yes,10,69,Offer A,Yes,7.84,NA,Yes,Cable,21,Yes,Yes,No,Yes,Yes,No,No,NA,One Year,No,Credit Card,73.7,4885.85,0,0,NA,5426.81,No Churn,NA,TRUE
5229-PRWKT,1,Female,49,No,No,Yes,No,0,1,United States,California,Montara,NA,"37.540582, -122.509594",37.540582,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
8896-RAZCR,1,Male,63,No,No,No,No,0,1,United States,California,Moss Beach,94038,"37.515556, -122.502311",37.515556,-122.502311,897,3064,NA,1,Q3,NA,NA,23,NA,Yes,NA,NA,No,None,0,No,NA,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15,405.6,0,NA,606.51,1012.11,No Churn,NA,TRUE
0440-EKDCF,1,Female,42,No,NA,Yes,NA,0,1,United States,California,Mountain View,94041,"37.388349, -122.075299",37.388349,-122.075299,899,13483,5,1,Q3,NA,2,NA,Offer A,Yes,NA,NA,No,None,0,No,No,No,No,No,No,NA,No,Two Year,Yes,Credit Card,25.95,1801.9,0,0,1754.41,3556.31,No Churn,NA,TRUE
4797-MIWUM,NA,Female,24,Yes,No,Yes,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,Q3,Yes,4,70,NA,NA,4.27,Yes,No,None,0,No,No,No,No,NA,NA,NA,NA,Two Year,No,Credit Card,24.05,1764.75,0,0,298.9,2063.65,NA,NA,TRUE
7130-CTCUS,1,Female,32,No,No,No,NA,2,1,United States,California,Pescadero,94060,"37.22565, -122.297533",NA,-122.297533,902,2055,NA,1,Q3,No,0,22,Offer D,Yes,33.73,Yes,Yes,Fiber Optic,19,No,No,No,No,NA,Yes,Yes,NA,Month-to-Month,Yes,Bank Withdrawal,84.75,1816.75,0,0,742.06,2558.81,No Churn,NA,TRUE
7139-JZFVG,1,Female,42,No,No,Yes,Yes,2,1,United States,California,Redwood City,94061,"37.461251, -122.235414",37.461251,-122.235414,903,35737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
7617-EYGLW,1,Female,NA,No,No,NA,No,0,1,United States,California,Redwood City,94063,"37.499411, -122.196318",NA,-122.196318,905,32368,3,1,Q3,No,0,65,None,No,0,No,Yes,Cable,22,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.95,3921.1,0,0,NA,3921.1,No Churn,NA,TRUE
8639-NHQEI,1,Female,58,No,No,Yes,Yes,1,1,United States,California,Redwood City,94065,"37.527497, -122.230941",37.527497,-122.230941,906,10658,3,1,Q3,Yes,6,72,None,Yes,17.33,No,NA,None,NA,No,No,No,NA,NA,No,No,No,Two Year,No,NA,19.55,1463.45,0,0,1247.76,2711.21,NA,NA,TRUE
8622-ZLFKO,1,NA,23,Yes,No,Yes,No,0,1,United States,California,San Bruno,94066,"37.624436, -122.430661",37.624436,NA,907,39566,NA,1,Q3,Yes,3,10,Offer D,Yes,39.35,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,NA,NA,189.45,0,0,NA,582.95,No Churn,NA,TRUE
3671-SHRSP,1,Female,NA,No,No,No,Yes,NA,1,United States,NA,NA,94070,"37.497915, -122.267361",NA,NA,908,28098,5,1,NA,NA,0,NA,Offer E,Yes,49.66,No,No,None,0,No,No,No,No,NA,No,No,No,One Year,No,Credit Card,20.05,96.8,0,0,347.62,444.42,No Churn,NA,TRUE
1559-DTODC,1,Female,63,No,No,Yes,Yes,3,1,United States,California,South San Francisco,94080,"37.654436, -122.426468",37.654436,-122.426468,910,60599,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
2683-BPJSO,1,Female,25,Yes,No,Yes,Yes,2,1,United States,California,Sunnyvale,94086,NA,37.378541,-122.020456,911,64010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
1930-QPBVZ,1,Male,29,Yes,No,NA,No,0,1,United States,California,Sunnyvale,NA,"37.3511, -122.037311",37.3511,-122.037311,NA,NA,4,1,Q3,No,0,21,Offer D,No,0,No,Yes,DSL,26,Yes,No,No,NA,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,NA,1011.5,0,0,0,1011.5,NA,NA,TRUE
1991-VOPLL,1,Male,23,Yes,No,Yes,No,0,1,NA,California,Sunnyvale,94089,"37.421633, -122.009613",37.421633,-122.009613,913,16985,4,NA,Q3,Yes,7,69,None,No,0,No,Yes,DSL,42,No,Yes,Yes,Yes,Yes,Yes,NA,Yes,One Year,Yes,Credit Card,60.8,4263.4,0,0,0,4263.4,No Churn,NA,TRUE
9574-RKJIF,1,Male,58,No,No,Yes,Yes,3,1,United States,California,San Francisco,94102,"37.7795, -122.419233",37.7795,NA,914,28998,4,1,Q3,NA,4,44,None,Yes,46.54,No,Yes,NA,52,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.9,2549.1,0,NA,2047.76,4726.86,No Churn,NA,TRUE
0379-DJQHR,1,Male,NA,Yes,No,Yes,No,0,1,United States,California,San Francisco,NA,"37.794487, -122.42227",37.794487,-122.42227,NA,NA,4,1,Q3,Yes,10,72,None,Yes,14.19,NA,Yes,Fiber Optic,71,No,Yes,Yes,Yes,NA,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.2,7840.6,NA,0,1021.68,NA,NA,NA,TRUE
9828-AOQLM,1,Male,55,No,No,No,No,0,1,United States,California,San Francisco,94110,"37.750021, -122.415201",37.750021,-122.415201,921,74641,NA,1,Q3,No,0,72,NA,Yes,45.41,Yes,Yes,Cable,20,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,Two Year,No,Bank Withdrawal,92,6632.75,0,0,3269.52,9902.27,NA,TRUE,NA
9365-CSLBQ,1,Male,NA,Yes,NA,No,No,0,1,United States,California,NA,94112,"37.720498, -122.443119",37.720498,-122.443119,923,73117,5,1,Q3,No,0,7,Offer E,Yes,45.13,Yes,No,None,0,No,NA,No,No,No,No,NA,No,NA,Yes,NA,25.05,152.95,0,0,315.91,468.86,NA,NA,TRUE
0265-EDXBD,1,Female,64,No,No,No,NA,0,1,United States,California,San Francisco,94114,"37.758085, -122.434801",37.758085,-122.434801,924,30587,4,NA,Q3,No,0,48,None,NA,41.26,No,NA,Fiber Optic,23,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.15,3772.65,0,0,1980.48,5753.13,No Churn,NA,TRUE
2533-TIBIX,1,Male,43,No,NA,Yes,Yes,3,1,United States,California,San Francisco,94115,"37.786031, -122.437301",37.786031,-122.437301,925,33122,NA,1,NA,Yes,5,55,None,Yes,36.23,No,No,None,0,No,No,NA,No,No,No,No,No,One Year,No,Credit Card,19.5,1026.35,0,0,1992.65,3019,No Churn,NA,TRUE
3703-KBKZP,1,Male,50,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Q3,No,0,1,Offer E,Yes,16.36,No,No,None,0,No,No,No,No,No,No,NA,No,Month-to-Month,No,Credit Card,19.3,19.3,0,NA,16.36,35.66,NA,TRUE,NA
5624-RYAMH,1,Male,57,No,No,No,No,0,1,United States,California,San Francisco,94117,"37.770533, -122.445121",37.770533,-122.445121,927,38756,3,1,Q3,No,0,45,None,Yes,NA,No,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,112.2,5031.85,0,0,1292.4,6324.25,No Churn,NA,TRUE
1113-IUJYX,1,NA,35,No,NA,No,No,0,1,United States,California,San Francisco,94118,"37.781304, -122.461522",37.781304,-122.461522,928,38955,4,1,NA,No,0,3,None,Yes,9.74,No,Yes,Fiber Optic,27,No,No,No,No,No,No,NA,Yes,Month-to-Month,Yes,NA,70.3,220.4,0,0,29.22,249.62,NA,NA,TRUE
9555-SAHUZ,1,NA,29,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Q3,Yes,9,NA,None,Yes,4.98,No,No,NA,0,No,No,No,No,No,No,No,No,Month-to-Month,No,NA,NA,158.35,0,0,39.84,198.19,No Churn,NA,TRUE
6143-JQKEA,NA,Male,48,No,No,Yes,Yes,3,1,United States,California,San Francisco,94124,"37.731505, -122.384532",37.731505,-122.384532,932,33177,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
4452-QIIEB,NA,Female,52,No,No,Yes,NA,0,1,United States,California,San Francisco,94133,"37.802071, -122.411004",37.802071,-122.411004,938,26831,3,NA,Q3,Yes,7,33,Offer C,No,0,No,Yes,DSL,7,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.55,2016.3,0,0,0,2016.3,No Churn,NA,TRUE
9135-HSWOC,1,NA,62,No,No,No,No,NA,1,United States,California,San Francisco,94134,"37.721052, -122.413573",37.721052,-122.413573,939,40137,5,NA,Q3,No,NA,16,NA,Yes,41.51,No,No,None,NA,No,No,No,No,No,No,NA,No,One Year,No,Credit Card,19.05,326.65,0,0,664.16,990.81,No Churn,NA,TRUE
7399-QHBJS,1,Female,58,NA,No,No,NA,0,1,United States,California,Palo Alto,94303,"37.45809, -122.115398",37.45809,-122.115398,941,45499,5,1,Q3,No,0,1,None,Yes,38.84,No,No,None,0,No,No,No,NA,No,NA,No,No,Month-to-Month,No,NA,19.95,19.95,0,0,NA,58.79,NA,NA,TRUE
1399-OUPJN,1,Male,45,No,No,Yes,Yes,2,1,NA,California,NA,94305,"37.424342, -122.165641",37.424342,NA,943,13386,5,1,Q3,Yes,NA,57,None,Yes,41.56,No,No,None,0,No,NA,No,No,NA,NA,No,No,One Year,No,Credit Card,NA,1061.6,0,0,2368.92,3430.52,No Churn,NA,TRUE
6888-SBYAI,NA,Male,61,No,No,Yes,Yes,1,1,United States,California,Palo Alto,94306,"37.416159, -122.131337",37.416159,-122.131337,944,24492,NA,1,Q3,Yes,1,56,None,No,0,No,Yes,DSL,28,No,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card,36.1,1971.5,0,NA,0,2031.5,NA,TRUE,NA
5382-SOYZL,1,Female,59,No,NA,No,No,0,1,United States,California,San Mateo,94403,"37.538309, -122.305109",37.538309,NA,947,37926,5,1,Q3,No,0,1,None,Yes,41.28,No,No,None,0,NA,NA,No,NA,No,No,No,No,NA,NA,Credit Card,19.75,19.75,0,NA,41.28,61.03,NA,TRUE,NA
2877-VDUER,1,Female,63,No,NA,No,Yes,1,1,United States,California,San Mateo,NA,"37.556094, -122.272437",37.556094,-122.272437,NA,NA,3,NA,Q3,No,0,NA,None,Yes,20.13,NA,Yes,DSL,NA,Yes,No,No,Yes,NA,No,No,Yes,NA,Yes,Credit Card,64.1,NA,0,0,805.2,NA,NA,NA,TRUE
5188-HGMLP,1,Male,62,No,NA,Yes,Yes,NA,1,United States,California,Alameda,94501,NA,37.774633,-122.274434,949,58555,4,1,Q3,No,0,46,None,NA,7.67,NA,NA,None,0,No,No,No,No,No,No,No,No,NA,No,NA,19.75,856.5,0,0,NA,1209.32,No Churn,NA,TRUE
4942-VZZOM,1,Male,51,No,NA,NA,Yes,3,1,United States,California,Danville,94506,"37.791481, -121.903253",NA,-121.903253,951,19777,3,1,Q3,Yes,1,68,None,Yes,18.47,Yes,Yes,Fiber Optic,75,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.2,7467.5,0,0,1255.96,8723.46,NA,TRUE,NA
8894-JVDCV,1,Male,38,No,No,Yes,Yes,2,1,United States,California,Alamo,94507,"37.855717, -121.994813",37.855717,-121.994813,952,15187,NA,1,Q3,Yes,1,69,None,NA,42.9,NA,NA,Fiber Optic,24,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,NA,106.35,NA,0,0,2960.1,10221.85,No Churn,NA,TRUE
6990-YNRIO,1,Female,32,No,No,Yes,Yes,NA,1,United States,California,Antioch,94509,"37.980057, -121.801599",37.980057,NA,954,90891,4,1,Q3,Yes,1,10,Offer D,NA,42,No,NA,DSL,14,No,Yes,Yes,No,NA,Yes,Yes,Yes,One Year,Yes,Credit Card,65.9,660.05,0,0,420,1080.05,NA,NA,TRUE
