index,id,gender,age,married,num_depen,lat,long,pop,score,num_ref,mult_line,offer,phon_serv,int_serv,int_type,onl_sec,onl_back,dev_prot,premium,str_tv,str_movie,str_music,contract,paperless,payment,tenure_month,month_charge,unlimite,avg_gb,avg_long_dist,t_charge,t_refund,t_extra,t_long_dist,t_revenue,churn,is_test,is_train
2993,7089-XXAYG,Female,38,No,0,38.652065,-121.25441,40750,4,0,Yes,None,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,33,60.9,Yes,24,15.69,2033.85,0,0,517.77,2551.62,No Churn,FALSE,TRUE
2994,7643-RCHXS,Female,62,Yes,0,38.513484,-120.704613,850,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,27,19.93333333,No,0,35.77,538.2,0,0,965.79,1503.99,No Churn,FALSE,TRUE
2995,2141-RRYGO,Male,53,No,0,39.031876,-120.811141,5714,3,0,No,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,23,95.3,Yes,,48.21,2192.9,0,0,1108.83,3301.73,No Churn,FALSE,TRUE
2996,0093-XWZFY,Male,63,No,2,38.274451,-121.259201,24194,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,1,19.85,No,0,29.1,19.85,0,0,29.1,48.95,,FALSE,TRUE
2997,8735-NBLWT,Male,63,Yes,0,38.852544,-120.837669,2536,3,3,No,Offer B,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,45,84.35,,3,30.8,3858.05,0,0,1386,5244.05,,TRUE,FALSE
2998,4471-KXAUH,Female,35,Yes,1,38.9386,-120.785514,2723,5,2,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,39,19.85,No,0,32.57,854.8,0,0,1270.23,2125.03,No Churn,FALSE,TRUE
2999,1679-JRFBR,Male,40,Yes,0,38.636102,-120.522149,659,3,10,Yes,Offer A,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,No,Bank Withdrawal,72,82.3,Yes,,48.44,5815.15,0,0,3487.68,9302.83,,FALSE,TRUE
3000,1084-MNSMJ,Male,47,Yes,1,38.392821,-121.799917,18529,5,2,Yes,Offer B,Yes,Yes,DSL,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,58,66.8,,19,44.1,3970.4,0,,2557.8,,No Churn,FALSE,TRUE
3001,2990-IAJSV,Female,62,No,0,38.313447,-121.123886,1745,3,0,No,Offer A,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,70,44.6,Yes,11,0,3122,0,0,0,3058.15,No Churn,FALSE,TRUE
3002,8111-RKSPX,Male,41,Yes,1,,,,3,4,No,None,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,61,100.7409836,Yes,21,41.57,6145.2,0,0,2535.77,8680.97,No Churn,FALSE,TRUE
3003,0575-CUQOV,Male,37,Yes,0,38.33788,-120.954202,9752,4,0,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,2,70.7,No,,2.72,129.2,0,10,5.44,144.64,No Churn,FALSE,TRUE
3004,7989-AWGEH,Female,43,No,0,38.631489,-120.015167,129,,0,No,Offer B,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Two Year,No,Credit Card,48,102.5,,21,19.04,4904.25,0,0,913.92,5818.17,No Churn,FALSE,TRUE
3005,5336-UFNZP,Male,35,No,0,,,,,0,Yes,Offer B,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,64,86.55,Yes,7,14.39,5632.55,0,0,920.96,6553.51,No Churn,FALSE,TRUE
3006,2809-ILCYT,Male,53,Yes,3,38.809175,-121.171375,11191,4,3,Yes,Offer A,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,72,24.3,No,0,20.42,1643.25,0,0,1470.24,3113.49,,TRUE,FALSE
3007,1492-QGCLU,Female,47,Yes,3,39.031876,-120.811141,5714,4,2,No,None,Yes,Yes,DSL,No,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,12,58.35,Yes,52,126.5325,740.55,0,0,1518.39,836.19,,FALSE,TRUE
3008,3213-VVOLG,Female,29,Yes,0,38.549822,-121.266725,929,,6,No,Offer A,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Two Year,No,Credit Card,72,68.75,Yes,59,12.32,4888.2,0,0,887.04,5775.24,,FALSE,TRUE
3009,0129-KPTWJ,Female,62,Yes,0,,,,,4,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29,85.8,No,16,39.5,2440.25,0,150,1145.5,3735.75,,TRUE,FALSE
3010,8970-ANWXO,Male,21,Yes,0,38.788898,-121.608624,751,5,3,No,None,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,33,20.1,No,0,49.37,620.55,0,0,1629.21,2249.76,No Churn,FALSE,TRUE
3011,7954-MLBUN,Female,47,No,0,38.671295,-121.388251,32202,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,1,20.35,No,0,44.09,20.35,0,0,44.09,64.44,No Churn,FALSE,TRUE
3012,8910-ICHIU,Female,24,No,0,38.803731,-121.043799,1173,3,0,No,Offer E,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,4,82.85,Yes,,19.84,319.6,0,0,79.36,398.96,No Churn,FALSE,TRUE
3013,2453-SAFNS,Female,56,Yes,0,38.546999,-120.271114,5501,3,9,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Mailed Check,14,19.55,No,0,19.03,294.5,0,0,266.42,560.92,,TRUE,FALSE
3014,4389-UEFCZ,Male,38,No,3,,,,5,0,No,Offer E,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,3,19.95,No,0,5.15,58.3,0,0,15.45,73.75,No Churn,FALSE,TRUE
3015,3396-DKDEL,Male,40,No,0,38.602723,-121.279913,49729,,0,Yes,None,Yes,No,,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,1,,No,,,,,,,,,TRUE,FALSE
3016,2719-BDAQO,Female,38,No,0,38.724322,-120.991237,3815,,0,Yes,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,35,23.3,No,0,6.52,797.1,0,0,228.2,1025.3,,FALSE,TRUE
3017,3884-UEBXB,Male,64,Yes,3,38.954144,-121.482536,947,4,0,Yes,Offer A,Yes,No,None,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,66,25.3,No,,23.81,1673.8,0,0,1571.46,3245.26,No Churn,FALSE,TRUE
3018,6416-YJTTB,Female,19,Yes,0,38.7904,-121.236973,21510,4,2,Yes,Offer A,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card,71,104.1,Yes,82,4.39,7412.25,0,0,311.69,7723.94,,TRUE,FALSE
3019,2209-XADXF,Female,59,Yes,3,,,,3,3,Yes,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,43,92.55,,53,27.49,4039,0,0,1182.07,5221.07,,TRUE,FALSE
3020,5676-CFLYY,Male,47,Yes,2,38.606703,-120.586659,2958,4,6,Yes,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,65,94.55,Yes,19,19.53,6078.75,0,0,1269.45,7348.2,,TRUE,FALSE
3021,5161-XEUVX,Male,27,No,0,38.432145,-120.77069,4610,,0,Yes,None,Yes,Yes,,No,No,Yes,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,9,,,,,,,,,,No Churn,FALSE,TRUE
3022,7639-SUPCW,Male,51,No,0,38.157794,-121.520223,1472,,0,No,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,64,103.184375,Yes,2,,6603.8,0,0,,7240.6,No Churn,FALSE,TRUE
3023,4853-OITSN,Female,58,Yes,0,38.333133,-121.920151,63157,3,1,No,Offer B,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,58,55.5,Yes,,0,3166.9,0,0,0,3166.9,No Churn,FALSE,TRUE
3024,2694-CIUMO,Male,38,Yes,2,38.481902,-120.603668,1273,4,4,Yes,Offer A,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67,89.55,Yes,53,6.15,6373.1,0,0,412.05,6785.15,No Churn,FALSE,TRUE
3025,1374-DMZUI,Male,59,Yes,3,,,,5,2,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,63,19.15,No,0,30.1,1177.05,0,0,1896.3,3073.35,No Churn,FALSE,TRUE
3026,7328-ZJAJO,Female,22,Yes,0,38.627951,-121.593287,19050,4,2,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,60,99.8,Yes,51,34.48,5985.75,0,0,2068.8,8054.55,,FALSE,TRUE
3027,1951-IEYXM,Female,56,Yes,2,38.392559,-121.225093,5889,5,4,Yes,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Credit Card,70,113.05,Yes,15,33.25,7869.05,0,0,2327.5,10196.55,No Churn,FALSE,TRUE
3028,0533-BNWKF,Female,32,No,0,,,,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Mailed Check,48,19.95,No,0,9.19,957.6,20.9,0,441.12,1377.82,No Churn,FALSE,TRUE
3029,9576-SYUHJ,Male,63,Yes,0,38.481902,-120.603668,1273,4,7,No,None,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,12,74.15,Yes,,49.39,741.4,0,0,592.68,1334.08,,FALSE,TRUE
3030,5089-IFSDP,Female,43,Yes,3,38.348884,-122.51699,363,5,2,Yes,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Mailed Check,45,24.45,No,0,47.31,1088.25,0,0,2128.95,3217.2,,FALSE,TRUE
3031,3976-HXHCE,Female,21,No,0,,,,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,23,24.8,No,,43.77,615.35,0,0,1006.71,1622.06,No Churn,FALSE,TRUE
3032,7519-JTWQH,Male,49,No,0,38.954144,-121.482536,947,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,35,20.75,No,0,17.92,739.9,0,0,627.2,1367.1,No Churn,FALSE,TRUE
3033,7274-CGTOD,Male,47,Yes,0,38.851842,-120.076204,69,3,2,No,Offer E,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Mailed Check,9,68.95,Yes,7,34.64,593.85,0,0,311.76,905.61,No Churn,FALSE,TRUE
3034,2984-MIIZL,Female,61,No,0,39.00978,-120.978273,31,5,0,No,None,Yes,Yes,DSL,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,40,50.25,Yes,6,23.28,2023.55,0,0,931.2,2954.75,,FALSE,TRUE
3035,2722-JMONI,Male,26,Yes,0,38.749466,-121.184196,20675,5,5,No,Offer E,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,8,19.24375,No,0,48.39,153.95,0,0,387.12,541.07,No Churn,FALSE,TRUE
3036,7305-ZWMAJ,Female,31,Yes,2,38.35363,-121.44195,47065,,7,No,None,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,52,100.3,Yes,19,7.99,5244.45,0,0,415.48,5659.93,No Churn,FALSE,TRUE
3037,7492-TAFJD,Male,34,Yes,0,38.684437,-121.055634,22028,4,0,Yes,None,Yes,Yes,,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,32,,,,,,,,,,,TRUE,FALSE
3038,0139-IVFJG,Male,29,No,3,38.823278,-121.281856,15494,,0,No,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,41,111.15,,59,30.58,4507.15,0,0,1253.78,5760.93,No Churn,FALSE,TRUE
3039,9809-IMGCQ,Male,26,No,0,38.694081,-121.694431,15022,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,20,98.55,Yes,59,23.22,2031.95,0,0,464.4,2496.35,,TRUE,FALSE
3040,2363-BJLSL,Male,24,No,3,38.584505,-121.491956,16599,4,0,Yes,None,Yes,Yes,,Yes,Yes,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,29,,,,,,,,,,No Churn,FALSE,TRUE
3041,3005-TYFRD,Male,45,No,0,38.574856,-121.46504,16164,,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,23,20.85,No,0,35.32,473.9,0,0,812.36,1286.26,No Churn,FALSE,TRUE
3042,1891-UAWWU,Male,51,Yes,2,38.556306,-121.495817,21313,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,8,19.35,No,0,34.87,152.6,0,0,278.96,431.56,,TRUE,FALSE
3043,6567-HOOPW,Male,56,No,0,38.567594,-121.437507,15975,3,0,Yes,None,Yes,Yes,DSL,No,No,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,18,69.5,Yes,8,144.4822222,1251,0,0,2600.68,1419.18,,TRUE,FALSE
3044,6032-IGALN,Male,20,No,2,38.512569,-121.495184,44683,3,5,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,29,20.65,No,,24.64,598.85,0,0,714.56,1369.41,No Churn,FALSE,TRUE
3045,3546-GHEAE,Male,53,Yes,0,38.590035,-121.412455,30715,3,0,No,None,Yes,Yes,,No,No,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card,55,,,,,,,,,,,FALSE,TRUE
3046,0895-DQHEW,Female,38,No,0,38.549185,-121.328386,19611,4,0,No,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60,99.65,Yes,21,16.81,5941.05,0,0,1008.6,6949.65,,TRUE,FALSE
3047,4320-QMLLA,Male,42,Yes,0,38.486502,-121.334051,11396,,6,Yes,None,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Month-to-Month,No,Credit Card,22,95.9,,29,35.62,2234.95,0,0,783.64,3018.59,No Churn,FALSE,TRUE
3048,2519-ERQOJ,Female,47,Yes,0,38.490508,-121.284171,592,3,7,No,None,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,36,18.52083333,No,,21.77,666.75,0,0,783.72,1450.47,No Churn,FALSE,TRUE
3049,8329-GWVPJ,Male,40,No,0,38.445939,-121.496855,9063,,0,No,Offer E,Yes,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,9,64.95,Yes,11,27.53,584.55,0,0,247.77,832.32,No Churn,FALSE,TRUE
3050,2984-RGEYA,Male,28,Yes,1,38.619049,-121.517552,31422,5,5,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,1,74.6,Yes,59,42.99,74.6,0,0,42.99,117.59,No Churn,FALSE,TRUE
3051,3209-ZPKFI,Male,39,Yes,3,38.646209,-121.52446,8403,,8,No,Offer D,Yes,Yes,Cable,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,12,49.2,No,57,9.58,571.15,0,80,114.96,766.11,No Churn,FALSE,TRUE
3052,4635-EJYPD,Female,47,No,0,38.685069,-121.543709,854,3,0,Yes,Offer D,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,23,73.75,,3,35.03,1756.6,0,0,805.69,2562.29,No Churn,FALSE,TRUE
3053,8580-AECUZ,Male,35,No,0,38.591134,-121.161585,299,4,0,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,62,92.3,Yes,16,24.35,5722.6,0,0,1509.7,7232.3,No Churn,FALSE,TRUE
3054,1597-LHYNC,Female,42,No,0,38.660442,-121.346321,20993,3,0,No,None,No,Yes,,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,19,,,,,,,,,,No Churn,FALSE,TRUE
3055,8143-ETQTI,Male,46,Yes,0,38.687367,-121.34848,31373,4,9,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Two Year,No,Credit Card,31,88.65,Yes,12,29.77,2683.2,0,0,922.87,3606.07,,TRUE,FALSE
3056,9274-CNFMO,Male,54,No,2,39.19514,-121.503883,38091,5,1,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,45,95.95,Yes,19,22.31,4456.65,0,0,1003.95,5460.6,,TRUE,FALSE
3057,7670-ZBPOQ,Male,47,No,0,39.467828,-120.841386,118,4,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,2,20.25,No,0,15.83,40.5,3.7,0,31.66,68.46,,TRUE,FALSE
3058,3648-GZPHF,Female,47,No,0,39.657228,-121.37778,1279,5,0,No,None,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,44,49.05,Yes,3,0,2265,0,0,0,2265,No Churn,FALSE,TRUE
3059,5057-LCOUI,Male,47,Yes,0,39.292334,-121.320597,1477,4,7,No,Offer A,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,72,65.1,Yes,15,0,4754.3,0,0,0,4754.3,,TRUE,FALSE
3060,3022-BEXHZ,Female,50,Yes,0,39.449794,-121.936372,303,3,2,No,None,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card,51,69.85294118,Yes,14,17.95,3562.5,0,0,915.45,4477.95,,TRUE,FALSE
3061,7136-IHZJA,Female,49,No,0,39.745712,-121.84333,35808,3,0,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,56,106.8,No,2,32.43,5914.4,0,30,1816.08,7760.48,No Churn,FALSE,TRUE
3062,0661-WCQNQ,Male,32,No,0,39.681488,-121.83721,32848,4,0,No,None,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,1,51.25,Yes,26,39.3,51.25,0,0,39.3,90.55,No Churn,FALSE,TRUE
3063,9391-DXGGG,Female,30,Yes,0,39.562239,-121.14836,282,3,5,No,Offer D,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Two Year,Yes,Credit Card,23,57.75,,41,12.88,1282.85,0,0,296.24,1579.09,No Churn,FALSE,TRUE
3064,3985-HOYPM,Female,24,No,0,40.080342,-120.957805,178,3,0,No,None,Yes,No,None,No,No,No,Yes,No,No,No,Month-to-Month,No,Credit Card,1,19.55,No,0,5.1,19.55,0,0,5.1,24.65,No Churn,FALSE,TRUE
3065,1264-FUHCX,Male,20,No,0,39.578792,-120.780786,404,4,0,No,Offer D,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,11,79.5,Yes,52,8.48,795.65,0,0,93.28,888.93,No Churn,FALSE,TRUE
3066,8226-BXGES,Female,41,Yes,1,37.830267,-121.201018,36738,,6,No,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,52,98.15,Yes,28,31.09,5103.8,0,0,1616.68,6720.48,No Churn,FALSE,TRUE
3067,8007-YYPWD,Female,24,Yes,2,39.531028,-121.24807,452,3,6,No,None,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,51,79.15,Yes,71,2.53,4018.55,0,0,129.03,4147.58,,FALSE,TRUE
3068,5708-EVONK,Female,64,No,0,39.564113,-120.868836,76,,0,No,Offer C,No,Yes,Cable,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,37,40.2,Yes,6,0,1478.85,0,0,0,1478.85,No Churn,FALSE,TRUE
3069,2018-PZKMU,Male,59,No,0,39.194539,-120.988066,23990,,0,No,Offer D,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,13,19.95,No,0,18.73,243.65,0,0,243.49,487.14,,TRUE,FALSE
3070,1051-EQPZR,Male,29,Yes,0,38.715498,-121.363411,36432,3,0,No,None,Yes,Yes,,No,No,No,Yes,No,No,No,Two Year,No,Bank Withdrawal,30,,,,,,,,,,,FALSE,TRUE
3071,6029-WTIPC,Female,19,Yes,0,39.346898,-121.759537,9763,5,0,No,None,Yes,No,,Yes,Yes,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,54,,No,,,,,,,,No Churn,FALSE,TRUE
3072,8625-AZYZY,Male,42,Yes,0,,,,3,7,No,Offer A,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,68,54.1,Yes,16,0,3794.5,0,0,0,3794.5,No Churn,FALSE,TRUE
3073,8189-DUKMV,Male,27,No,0,39.732767,-122.042298,1931,5,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,54,19.65,No,0,25.72,1008.7,0,0,1388.88,2397.58,,FALSE,TRUE
3074,9058-CBREO,Male,22,Yes,0,39.281194,-122.226568,1146,3,2,Yes,None,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card,14,409.0821429,Yes,41,,5727.15,0,0,1280.84,7007.99,No Churn,FALSE,TRUE
3075,6060-DRTNL,Female,46,Yes,3,39.068071,-121.832638,776,3,1,Yes,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,14,84.8,Yes,53,26.58,1187.2,0,0,372.12,1576.02,No Churn,FALSE,TRUE
3076,4510-PYUSH,Female,48,No,1,39.423046,-120.984472,565,5,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,63,19.5,No,0,24.32,1215.1,0,0,1532.16,2747.26,No Churn,FALSE,TRUE
3077,0188-GWFLE,Female,36,No,0,39.082568,-121.55325,6439,4,0,Yes,None,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,41,68.6,Yes,30,36.93,2877.05,0,0,1514.13,4391.18,No Churn,FALSE,TRUE
3078,2834-JRTUA,Female,47,Yes,0,38.542532,-121.378826,38818,4,10,Yes,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,17,92.92352941,Yes,13,9.22,1579.7,0,0,156.74,1736.44,,TRUE,FALSE
3079,4355-HBJHH,Female,49,No,0,39.624561,-121.552866,17782,,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,5,20.55,No,0,24.53,96.1,0,0,122.65,218.75,No Churn,FALSE,TRUE
3080,3807-XHCJH,Female,28,Yes,0,39.435756,-121.552071,1254,,5,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,3,19.6,No,0,41.9,55.25,0,0,125.7,180.95,No Churn,FALSE,TRUE
3081,6075-SLNIL,Male,42,No,0,39.69676,-121.644379,28318,3,0,No,None,Yes,Yes,,Yes,No,No,No,No,Yes,No,Month-to-Month,No,Mailed Check,59,,,,,,,,,,No Churn,FALSE,TRUE
3082,6905-NIQIN,Female,44,No,0,39.971228,-121.041166,6189,5,0,Yes,None,Yes,Yes,DSL,No,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,8,43.55,No,23,7.02,335.4,0,10,56.16,401.56,,TRUE,FALSE
3083,4086-WITJG,Female,40,No,0,,,,,0,Yes,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,63,109.85,Yes,,19.01,7002.95,0,0,1197.63,8200.58,No Churn,FALSE,TRUE
3084,9152-AMKAK,Female,61,Yes,1,39.495768,-121.747472,74,3,2,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,8,20.65,No,0,4.38375,158.95,0,0,35.07,194.02,,FALSE,TRUE
3085,2955-BJZHG,Female,52,No,0,,,,3,0,No,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,3,95.4,Yes,28,17.01,293.15,0,0,51.03,344.18,,FALSE,TRUE
3086,1303-SRDOK,Male,19,Yes,1,,,,,3,No,Offer A,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,71,21,No,0,5.78028169,1493.75,0,0,410.4,1904.15,,TRUE,FALSE
3087,6496-SLWHQ,Female,57,No,0,38.834469,-122.127193,2756,5,0,No,None,Yes,Yes,Cable,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,19,56.2,Yes,22,40.22,1093.4,0,0,764.18,1857.58,No Churn,FALSE,TRUE
3088,1213-NGCUN,Female,60,Yes,0,39.194539,-120.988066,23990,4,9,No,Offer B,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,59,18.4,No,,26.99,1057.85,0,0,1592.41,2650.26,No Churn,FALSE,TRUE
3089,1784-EZDKJ,Female,62,Yes,1,38.419088,-122.024568,32564,5,5,Yes,Offer C,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,35,25.75,No,,24.76,882.55,0,0,866.6,1749.15,,FALSE,TRUE
3090,5759-RCVCB,Female,64,No,0,40.053684,-120.743116,513,4,0,Yes,Offer D,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,14,19.6,No,,8.54,300.4,0,0,119.56,419.96,No Churn,FALSE,TRUE
3091,2971-SGAFL,Female,24,Yes,2,39.34128,-120.786867,145,5,7,No,Offer A,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,69,19.8,No,0,8.39,1436.95,0,0,578.91,2015.86,,TRUE,FALSE
3092,3824-RHKVR,Male,64,Yes,0,39.493991,-122.286363,8812,4,4,No,None,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,69,75.75,Yes,18,44.33,5388.15,0,0,3058.77,8446.92,No Churn,FALSE,TRUE
3093,1015-JPFYW,Male,56,Yes,0,39.02741,-121.614982,34967,5,10,Yes,Offer A,Yes,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,72,78.95,Yes,6,26.04,5730.15,0,0,1874.88,7605.03,,FALSE,TRUE
