gender,age,married,num_depen,lat,long,pop,score,num_ref,mult_line,offer,phon_serv,int_serv,int_type,onl_sec,onl_back,dev_prot,premium,str_tv,str_movie,str_music,contract,paperless,payment,tenure_month,month_charge,unlimite,avg_gb,avg_long_dist,t_charge,t_refund,t_extra,t_long_dist,t_revenue,churn
Male,25,Yes,3,39.117537,-122.284654,4579,5,5,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,34,89.85,Yes,85,18.36,3091.75,14.93,0,624.24,3701.06,0
Female,49,Yes,1,39.02741,-121.614982,34967,4,0,Yes,None,Yes,Yes,None,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,29,19.15,No,0,29.31,1035.5,0,0,1699.98,187.99,0
Male,49,No,0,40.527834,-122.318749,30338,5,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,58,19.15,No,0,29.31,1035.5,0,0,1699.98,187.99,0
Female,32,Yes,2,40.677649,-122.29467,41476,5,9,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,3,19.1,No,0,45.33,52,0,0,135.99,187.99,0
Female,60,Yes,0,38.512569,-121.495184,44683,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,3,20.25,No,0,1.47,71.2,0,0,4.41,75.61,0
Male,47,Yes,0,40.775272,-123.287414,269,5,0,No,None,Yes,Yes,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,6,25.5,No,0,9.82,1821.8,16.85,0,667.76,2472.71,0
Female,50,No,0,41.388397,-122.794636,290,5,0,Yes,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,68,25.5,No,0,9.82,1821.8,16.85,0,667.76,2472.71,0
Female,21,Yes,0,41.486953,-120.913975,417,5,0,No,None,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,1,55.25,No,69,39.19,55.25,0,60,39.19,154.44,0
Male,58,No,3,39.346898,-121.759537,9763,5,0,No,Offer B,Yes,No,None,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,40,20.4,No,0,26.41,854.9,32.55,0,1056.4,1878.75,0
Female,28,Yes,1,40.692523,-122.369876,6277,3,10,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,72,117.6,Yes,48,47.02,8308.9,5.44,0,3385.44,11688.9,0
Female,60,No,0,40.243494,-121.154733,2664,3,0,Yes,None,Yes,Yes,None,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,58,19.65,No,0,41.93,92.05,0,0,209.65,301.7,0
Female,62,No,0,39.913777,-122.289984,13840,5,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,5,19.65,No,0,41.93,92.05,0,0,209.65,301.7,0
Female,39,Yes,2,40.586588,-122.903677,960,5,5,No,Offer B,Yes,Yes,Cable,Yes,No,No,No,Yes,Yes,No,One Year,No,Mailed Check,64,65.8,No,17,26.7,4068,27.79,20,1708.8,5769.01,0
Female,63,No,0,41.212695,-122.392067,2602,5,0,No,Offer D,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,17,20.05,No,0,3.84,337.9,43.68,0,65.28,359.5,0
Male,41,No,0,41.405193,-123.008567,2156,5,8,No,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,40,80,Yes,27,39.22,3168.75,41.74,0,1568.8,4695.81,0
Female,31,No,0,40.03194,-122.176023,3357,5,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,2,21.225,No,0,47.19,42.45,0,0,94.38,136.83,0
Female,50,No,0,40.03194,-122.176023,3357,4,0,No,None,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,68,79.6,No,21,18.53,5461.45,3.26,10,1260.04,6728.23,0
Female,42,Yes,3,40.03194,-122.176023,3357,3,2,Yes,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Mailed Check,24,24.7,No,0,20.74,571.75,0,0,497.76,1069.51,0
Male,62,No,0,40.789799,-121.474529,397,3,1,No,Offer E,No,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,3,29.8,Yes,4,0,94.4,0,0,0,94.4,0
Female,54,No,0,41.962127,-122.527696,1026,3,0,No,Offer D,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,13,71.95,Yes,0,10.66,923.85,10.47,0,138.58,1051.96,0
Male,44,No,0,40.524535,-122.647172,911,5,0,No,Offer E,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,7,20.75,No,0,47.19,141.1,0,0,330.33,471.43,0
Male,40,Yes,1,38.470423,-121.114897,4731,3,7,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,53,105.25,Yes,27,3.78,5578.25,0,0,200.34,5776.64,0
Male,48,Yes,2,40.883853,-122.418258,1236,4,4,No,Offer B,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Mailed Check,63,19.55,No,0,10.67,1245.6,0,0,672.21,1917.81,0
Male,29,No,0,40.531257,-122.148139,830,4,0,No,None,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,16,49.9375,No,59,48.45,799,0,0,775.2,1574.2,0
Male,19,No,1,40.877552,-121.885884,431,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,5,20.45,No,0,29.15,106.9,0,0,145.75,252.65,0
Male,29,No,0,40.053684,-120.743116,513,4,0,Yes,None,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,10,54.5,Yes,59,33.98,568.2,0,0,339.8,908,0
Female,42,No,0,40.582399,-122.195512,4931,5,0,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,72,111.6,Yes,13,24.19,8012.75,0,0,1741.68,9754.43,0
Male,21,Yes,2,40.497441,-121.827524,4231,3,3,No,Offer B,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,61,86.30327869,Yes,48,12.72,5264.5,0,0,775.92,6040.42,0
Male,50,No,0,41.081847,-122.700545,734,5,0,No,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,22,93.2,Yes,17,46.5,2157.3,0,0,1023,3180.3,0
Female,43,No,3,41.468877,-120.54229,5096,3,0,No,None,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,10,91.1,Yes,52,42.93,964.35,0,0,429.3,1393.65,0
Male,28,Yes,1,39.872961,-120.198876,650,5,0,Yes,None,Yes,Yes,Cable,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1,74.8,Yes,10,8.67,1821.2,0,0,208.08,2029.28,0
Female,47,No,0,41.750354,-120.403885,104,3,0,Yes,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,72,105.1,Yes,2,2.82,3634.8,0,0,95.88,3730.68,0
Male,46,Yes,0,39.637471,-120.226338,1822,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,14,20.4,No,0,14.61,292.4,0,0,204.54,496.94,0
Male,59,Yes,2,39.637471,-120.226338,1822,3,0,No,None,Yes,No,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,33,58.6,No,23,6.63,3068.6,0,0,364.65,3433.25,0
Male,47,Yes,0,41.042003,-120.506086,85,3,9,No,Offer B,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,55,58.6,Yes,23,6.63,3068.6,0,0,364.65,3433.25,0
Male,48,Yes,0,40.181279,-120.392967,481,3,8,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,One Year,No,Bank Withdrawal,60,102.5,Yes,4,19.22,6157.6,0,0,1153.2,7310.8,0
Female,24,Yes,2,39.786755,-120.445626,4236,3,0,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,67,84.9,Yes,20,17.83,3369.05,0,0,713.2,4082.25,0
Male,59,No,0,40.845738,-120.322219,61,4,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,40,84.9,Yes,20,17.83,3369.05,0,0,713.2,4082.25,0
Female,56,Yes,2,40.559177,-120.612113,19440,3,6,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,13,20.85,No,0,27.62,271.05,0,1.3,359.06,631.41,0
Female,33,No,2,40.559177,-120.612113,19440,3,0,Yes,None,Yes,Yes,DSL,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,41,88.5,Yes,10,18.72,3645.05,0,0,767.52,4412.57,0
Female,46,No,0,41.027281,-120.669427,72,4,0,No,None,Yes,Yes,DSL,No,No,No,No,Yes,No,No,Two Year,No,Bank Withdrawal,71,54.99375,Yes,29,27.37,1319.85,0,0,656.88,1976.73,0
Female,34,No,0,39.117018,-120.212535,858,5,0,No,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24,49.3,Yes,16,4.82,1233.25,0,0,115.68,1348.93,0
Female,25,Yes,0,39.061227,-120.179546,1291,4,4,Yes,None,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,42,84.35,Yes,52,9.84,3571.6,0,0,413.28,3984.88,0
Female,33,No,0,39.246654,-120.029273,4806,4,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,4,20.05,No,0,25.8,83.3,0,0,103.2,186.5,0
Male,39,No,0,39.178337,-120.162806,4002,3,0,No,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,68,117.2,Yes,3,32.67,8035.95,0,0,2221.56,10257.51,0
Female,49,Yes,3,33.964131,-118.272783,58198,4,2,No,None,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,3,80,Yes,22,19.18,241.3,0,0,57.54,298.84,0
Female,44,Yes,1,34.059281,-118.30742,43019,4,5,Yes,None,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,48,79.65,Yes,27,8.94,3823.2,0,0,429.12,4299.42,0
Female,48,No,0,34.065875,-118.238728,30596,5,0,No,None,No,Yes,Cable,No,No,No,No,No,Yes,No,Two Year,No,Bank Withdrawal,15,47.85,No,28,0,1190.5,0,80,0,1270.5,0
Female,34,Yes,0,34.043144,-118.251977,3524,4,10,No,None,No,Yes,Cable,Yes,Yes,Yes,No,Yes,No,No,One Year,No,Bank Withdrawal,26,47.85,No,28,0,1190.5,0,80,0,1270.5,0
Male,59,Yes,0,34.039224,-118.266293,15140,4,0,Yes,None,Yes,Yes,None,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,69,26.79609375,No,0,49.39,1714.95,0,0,3160.96,4875.91,0
Female,40,Yes,0,34.049841,-118.33846,67520,4,9,Yes,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,64,26.79609375,No,0,49.39,1714.95,0,0,3160.96,4875.91,0
Female,27,No,3,34.029043,-118.239504,3012,5,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,28,20.25,No,0,26.09,535.35,0,0,730.52,1265.87,0
Female,32,No,0,34.02381,-118.156582,68701,5,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Two Year,No,Credit Card,35,95.3,Yes,24,25.83,6273.4,0,0,1704.78,7978.18,0
Male,47,Yes,0,34.046174,-118.446333,41175,4,1,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,One Year,No,Bank Withdrawal,66,95.3,Yes,24,25.83,6273.4,0,0,1704.78,7978.18,0
Female,20,No,0,34.078991,-118.263804,73686,4,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,1,70.25,No,51,10.05,70.25,0,10,10.05,90.3,0
Female,42,Yes,0,34.127194,-118.295647,48727,3,4,No,Offer D,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,16,50.3,Yes,17,15.51,908.75,0,0,647.28,1556.03,0
Male,44,No,3,34.030578,-118.399613,58218,5,0,No,Offer D,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,12,19.35,No,0,17.23,212.3,0,0,206.76,419.06,0
Male,37,No,0,34.030578,-118.399613,58218,5,0,Yes,Offer D,Yes,No,None,No,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,12,25,No,0,2.29,316.2,0,0,27.48,343.68,0
Female,47,Yes,1,34.051809,-118.383843,27799,5,0,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Two Year,No,Bank Withdrawal,4,75.35,Yes,17,25.17,564.65,0,0,176.19,740.84,0
Female,47,Yes,1,34.088017,-118.327168,32562,3,10,Yes,None,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,68,88,No,22,43.51,6161.9,0,40,2958.68,9160.58,0
Male,38,No,0,34.137412,-118.207607,27866,3,0,No,None,Yes,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,52,19.9125,No,0,47.25,318.6,0,0,756,1074.6,0
Female,49,Yes,0,33.952714,-118.292061,87383,4,6,Yes,Offer A,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,72,101.7104167,Yes,23,46.1,7323.15,0,0,3319.2,10642.35,0
Male,44,Yes,0,34.001617,-118.222274,3642,3,1,No,Offer D,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Two Year,Yes,Credit Card,12,85.05,Yes,20,44.6,999.8,0,0,535.2,1535,0
Female,52,No,0,33.927254,-118.249826,38128,4,0,No,None,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,54,44.1,Yes,21,0,2369.7,0,0,0,2369.7,0
Female,27,Yes,0,33.92128,-118.274186,24511,4,3,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,68,90.2,Yes,0,3.41,6297.65,0,0,231.88,6529.53,0
Male,34,No,0,34.108833,-118.229715,47534,4,0,No,Offer D,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,21,19.95,No,0,44.01,416.4,0,0,924.21,1340.61,0
Male,27,Yes,0,34.093781,-118.381061,20408,4,2,No,None,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,57,57.29736842,No,69,0,3265.95,0,150,0,3415.95,0
Male,34,No,0,34.063947,-118.383001,8321,3,0,Yes,None,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,52,89.25,Yes,30,6.8,4652.4,0,0,353.6,5006,0
Female,40,Yes,3,33.88151,-118.234451,47305,4,0,No,None,Yes,Yes,None,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,21,19.9,No,0,12.22,1389.35,0,0,867.62,2256.97,0
Female,34,Yes,1,33.956228,-118.120993,24908,5,4,No,Offer A,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,71,19.9,No,0,12.22,1389.35,0,0,867.62,2256.97,0
Female,58,Yes,2,33.940884,-118.128628,40152,5,6,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,1,19.4,No,0,48.79,19.4,0,0,48.79,68.19,0
Male,19,Yes,0,33.921793,-118.140588,42459,5,4,Yes,Offer A,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,68,25.05,No,0,25.19,1629.2,0,0,1712.92,3342.12,0
Male,47,Yes,3,33.914775,-118.348083,93315,4,4,Yes,Offer A,Yes,No,DSL,No,No,No,No,No,No,No,Two Year,No,Credit Card,72,25.55,No,0,36.82,1867.7,0,0,2651.04,4518.74,0
Female,24,Yes,0,33.923573,-118.200669,69850,3,8,Yes,None,Yes,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,58,68.48706897,Yes,53,15.54,3972.25,0,0,108.78,5537.67,0
Female,63,Yes,0,34.074572,-118.831181,19630,3,7,No,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,65,55.15,Yes,26,19.99,3673.15,0,0,1299.35,4972.5,0
Male,24,Yes,0,33.988572,-118.186565,28094,5,0,No,None,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,56,19.95,No,0,48.87,1126.75,0,0,2736.72,3863.47,0
Male,47,No,0,33.873395,-118.37019,37322,3,0,Yes,None,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,16,94.48088235,No,5,15.65,6424.7,0,0,1064.2,7488.9,0
Female,20,Yes,2,33.944624,-118.192615,96267,3,0,No,None,No,Yes,DSL,No,No,No,No,Yes,No,No,Two Year,Yes,Credit Card,16,94.48088235,Yes,5,15.65,6424.7,0,0,1064.2,7488.9,0
Female,60,Yes,1,33.991782,-118.479229,31021,3,5,Yes,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card,61,100.7,No,19,18.26,6018.65,0,90,1113.86,7222.51,0
Female,56,No,0,33.977468,-118.445475,18058,4,0,Yes,Offer B,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,42,78.45,Yes,73,20.27,3373.4,0,0,851.34,4224.74,0
Male,19,No,0,33.947305,-118.439841,11264,3,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,18,84.3,No,73,2.26,1537.9,0,0,40.68,1578.58,0
Female,57,No,0,33.956445,-118.358634,37527,5,0,No,Offer B,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,56,19.55,No,0,13.89,1080.55,0,0,777.84,1858.39,0
Female,46,No,3,33.958134,-118.330905,13779,3,0,No,None,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,35,55.6,Yes,12,12.56,2016.45,0,0,439.6,2456.05,0
Female,31,Yes,2,33.958134,-118.330905,13779,3,0,Yes,None,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,64,86.8,Yes,12,27.74,5327.25,0,0,1775.36,7102.61,0
Female,23,No,0,34.015481,-118.493231,5221,4,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,7,87.8,Yes,13,33.62,2546.2,0,0,974.98,3521.18,0
Female,24,Yes,1,33.972119,-118.020188,26265,5,10,No,None,Yes,Yes,Cable,No,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,8,56.3,Yes,59,31.86,401.5,0,30,254.88,686.38,0
Male,35,Yes,0,33.945318,-117.992066,19109,4,9,No,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,54,109.55,Yes,29,49.9,6118.95,0,0,2694.6,8813.55,0
Male,47,Yes,3,33.929704,-118.01208,37887,3,2,No,Offer A,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Two Year,Yes,Mailed Check,69,92.15,Yes,10,20.32,6480.9,0,0,1402.08,7882.98,0
Female,27,Yes,0,33.845706,-118.012204,44442,4,1,Yes,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,72,97,Yes,13,38.79,7104.2,0,0,2792.88,9897.08,0
Female,56,Yes,2,33.818477,-118.038307,47344,3,6,Yes,Offer C,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,28,70.4,Yes,24,12.94,1992.2,0,0,362.32,2354.52,0
Female,60,Yes,0,33.902045,-118.008961,47568,5,2,Yes,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,21,94.3,No,0,27.66,1948.35,0,30,580.86,2559.21,0
Female,49,Yes,1,33.989524,-118.089299,63288,5,10,No,Offer B,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,53,19.55,No,0,30.31,1007.9,0,0,1606.43,2614.33,0
Female,21,No,0,33.8681,-118.067402,51556,4,0,No,Offer D,Yes,Yes,Cable,Yes,No,No,No,No,Yes,No,One Year,Yes,Mailed Check,11,54.6,Yes,41,1.16,617.85,0,0,12.76,630.61,0
Male,53,No,0,33.391181,-118.421305,3699,3,0,No,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,0,56.3,Yes,8,36.47,2364,0,0,1495.27,3859.27,0
Female,40,No,0,33.798266,-118.300237,24660,5,0,Yes,Offer B,Yes,Yes,DSL,No,Yes,No,No,No,No,No,One Year,Yes,Credit Card,41,56.3,Yes,8,36.47,2364,0,0,1495.27,3859.27,0
Female,62,No,0,33.736387,-118.284363,58639,5,0,No,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,29,98.8,Yes,12,48.2,2807.1,0,0,1397.8,4204.9,0
Female,51,No,0,33.744119,-118.31448,21279,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,3,81.4,Yes,12,36.93,3213.75,0,0,1440.27,4654.02,0
Female,21,No,0,33.864622,-118.179626,91664,4,0,Yes,Offer A,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,67,85.28656716,Yes,41,8.71,5714.2,1.31,0,583.57,6296.46,0
Female,57,No,0,33.802664,-118.179971,49647,4,0,No,Offer E,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,1,19.5,No,0,33.02,19.5,0,0,33.02,52.52,0
Female,58,Yes,0,33.819814,-118.222416,35656,5,3,No,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,48,100.7083333,Yes,14,1.02,4834,0,0,48.96,4882.96,0
Male,29,No,0,33.797638,-118.11662,38902,3,0,No,None,Yes,No,Fiber Optic,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,1,83.85,No,9,181.1174194,2674.15,11.37,0,5614.64,3035.71,0
Female,64,Yes,0,33.778436,-118.118648,425,3,1,No,Offer C,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,31,83.85,Yes,9,181.1174194,2674.15,11.37,0,5614.64,3035.71,0
Male,47,Yes,1,34.296574,-118.244839,26753,4,0,Yes,None,Yes,Yes,None,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,24,21.1,No,0,23.77,741,14.23,0,831.95,1558.72,0
Female,61,Yes,0,34.296574,-118.244839,26753,3,0,No,Offer C,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,35,21.1,No,0,23.77,741,14.23,0,831.95,1558.72,0
Female,57,Yes,2,34.296574,-118.244839,26753,3,2,No,None,Yes,No,None,No,No,No,No,No,No,No,One Year,Yes,Credit Card,2,20.3,No,0,35.42,31.9,0,0,70.84,1550.23,0
Female,47,No,0,34.167465,-118.165327,27891,4,0,Yes,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,18,74.15,Yes,13,11.36,1345.75,0,0,204.48,1550.23,0
Female,43,No,0,34.165383,-118.123752,38460,3,0,Yes,None,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,23,80.1326087,Yes,12,48.88,1843.05,19.63,0,1124.24,2947.66,0
Female,24,No,0,34.159007,-118.087353,32369,3,0,Yes,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,4,50.7,Yes,51,16.25,214.55,39.92,0,65,239.63,0
Male,53,No,0,34.122671,-118.112911,13158,3,0,No,None,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19,45.57105263,Yes,5,29.52,865.85,22.55,0,560.88,1404.18,0
Female,61,No,0,34.17051,-118.289463,23981,5,0,No,None,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,18,77.8,Yes,26,19.93,1358.6,29.76,0,358.74,1687.58,0
Male,51,No,0,34.136306,-118.26036,17015,4,0,Yes,Offer B,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,One Year,No,Bank Withdrawal,47,94.8,Yes,20,40.25,4535.85,3.34,0,1891.75,6424.26,0
Male,46,No,0,34.162515,-118.203869,31297,5,0,Yes,None,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,9,59.9,No,10,10.69,542.4,38.33,10,96.21,610.28,0
Male,19,Yes,0,34.129058,-118.759788,25303,3,1,No,None,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,44,70.95,Yes,48,29.61,3250.45,24.92,0,1302.84,4528.37,0
Male,45,No,0,34.130861,-118.68346,23661,3,0,No,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,2,46.6,Yes,26,1.87,87.9,0,0,3.74,91.64,0
Female,33,Yes,1,34.370378,-118.504118,30742,4,0,Yes,None,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,59,76.60169492,Yes,15,13.27,4519.5,30.22,0,782.93,5272.21,0
Male,47,No,0,34.238208,-118.55029,25751,5,0,No,None,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Two Year,No,Bank Withdrawal,32,24.95,Yes,7,0,190.25,0,0,0,190.25,0
Male,61,No,0,34.255442,-118.421314,97318,5,0,No,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,9,24.95,Yes,7,0,190.25,0,0,0,190.25,0
Female,28,No,0,34.321621,-118.399841,81986,4,0,Yes,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,70,113.4178571,Yes,30,17.32,7939.25,0,0,1212.4,9151.65,0
Male,44,No,0,34.238802,-118.482296,57017,3,0,No,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,1,44.9,Yes,13,15.76,44.9,0,0,15.76,60.66,0
