Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,ID,Population,Satisfaction Score,Churn Category
5144-TVGLP,1,Male,32,No,No,Yes,NA,0,United States,California,Burnt Ranch,95527,NA,40.854512,-123.450097,1326,485,4,No Churn
5697-GOMBF,1,Male,NA,No,No,No,No,0,United States,California,June Lake,93529,NA,37.730269,-119.055813,765,618,NA,NA
4123-DVHPH,1,Female,42,No,NA,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
6827-IEAUQ,1,Male,39,No,No,No,No,0,United States,California,Albion,95410,"39.225694, -123.717354",39.225694,-123.717354,1255,1054,4,No Churn
3196-NVXLZ,1,Male,65,NA,Yes,No,No,0,United States,California,NA,NA,"34.097345, -117.906736",34.097345,-117.906736,NA,NA,1,Competitor
5146-CBVOE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4816-JBHOV,1,Male,51,No,No,No,Yes,2,NA,California,Glendale,91204,"34.136306, -118.26036",34.136306,-118.26036,183,17015,2,NA
8659-IOOPU,1,Male,49,No,No,Yes,No,0,NA,California,Temecula,92592,"33.507255, -117.029473",33.507255,-117.029473,532,46171,1,Other
9919-KNPOO,1,Female,NA,No,NA,Yes,No,0,NA,California,Rowland Heights,91748,"33.976753, -117.897367",33.976753,-117.897367,263,46342,2,Attitude
7831-QGOXH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0793-TWELN,1,Female,NA,No,No,No,No,0,United States,NA,Fort Irwin,92310,"35.349241, -116.770281",35.349241,NA,438,9465,NA,NA
9481-SFCQY,1,Male,75,No,Yes,Yes,No,0,United States,California,Lakeshore,93634,"37.290606, -119.216328",37.290606,-119.216328,815,52,5,NA
6171-ZTVYB,1,Male,39,No,NA,No,No,0,United States,California,Mecca,92254,"33.543835, -115.993906",33.543835,NA,408,8768,3,No Churn
6479-OAUSD,1,NA,26,Yes,No,Yes,No,0,United States,NA,San Luis Obispo,NA,"35.233745, -120.626442",35.233745,-120.626442,NA,NA,4,No Churn
7129-CAKJW,1,Female,75,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6837-BJYDQ,1,Male,55,No,No,No,No,0,United States,California,San Clemente,92672,NA,33.429488,-117.609432,562,34946,3,No Churn
0744-GKNGE,1,NA,43,No,No,Yes,No,0,United States,California,Boron,93516,"34.95703, -117.73045",34.95703,-117.73045,757,2241,4,NA
9114-VEPUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9529-OFXHY,1,Male,NA,NA,No,Yes,Yes,1,United States,California,Shoshone,92384,"35.924252, -116.188668",35.924252,-116.188668,481,87,NA,No Churn
8397-MVTAZ,1,NA,65,NA,Yes,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
9462-MJUAW,NA,Female,21,Yes,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
8695-WDYEA,1,Male,21,NA,No,No,No,0,United States,California,Bangor,95914,"39.396585, -121.38029",39.396585,-121.38029,1497,626,1,Competitor
7980-MHFLQ,1,Female,32,No,No,Yes,No,0,NA,California,Capistrano Beach,92624,"33.458754, -117.665104",NA,NA,543,7465,NA,NA
1849-RJYIG,1,Male,57,No,No,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2073-QBVBI,1,Male,NA,No,Yes,No,No,0,United States,California,Vacaville,95687,"38.333133, -121.920151",38.333133,-121.920151,1433,63157,5,No Churn
3982-XWFZQ,1,Female,20,Yes,No,Yes,Yes,2,NA,NA,North Hollywood,91601,"34.1692, -118.372498",NA,-118.372498,236,36625,4,No Churn
8766-PAFNE,NA,Female,33,No,No,Yes,Yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8603-IJWDN,1,Male,56,NA,No,NA,Yes,3,United States,California,NA,93549,NA,36.296851,-117.865469,777,318,NA,No Churn
6351-SCJKT,1,Male,27,Yes,No,Yes,No,0,United States,California,Cazadero,95421,"38.578807, -123.19338",38.578807,-123.19338,1261,1575,3,No Churn
9972-NKTFD,1,Male,43,No,No,No,No,0,United States,California,Sebastopol,95472,"38.398815, -122.861923",38.398815,-122.861923,1304,31266,3,No Churn
8914-RBTSB,NA,Male,60,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
1839-FBNFR,1,Male,30,No,No,No,No,0,NA,California,Tehachapi,93561,"35.073777, -118.652112",35.073777,-118.652112,785,25805,1,Competitor
8181-YHCMF,1,Male,26,Yes,No,No,No,0,United States,California,Calabasas,91302,"34.130861, -118.68346",34.130861,-118.68346,190,23661,5,No Churn
5692-FPTAH,1,NA,NA,No,Yes,No,NA,0,United States,California,NA,92082,"33.25283, -116.986079",33.25283,-116.986079,348,14575,3,No Churn
0743-HRVFF,1,Male,41,No,NA,No,No,0,United States,California,Linden,NA,"38.047746, -121.030499",38.047746,-121.030499,NA,NA,2,Attitude
3186-AJIEK,1,Female,23,Yes,No,Yes,NA,0,United States,California,Calabasas,91302,"34.130861, -118.68346",34.130861,-118.68346,190,23661,NA,No Churn
2930-UOTMB,1,Male,55,No,No,No,No,0,NA,California,Fairfield,94533,NA,38.287136,-122.02711,970,77683,5,No Churn
8486-AYEQH,NA,Male,75,No,Yes,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
0229-LFJAF,1,Female,77,No,Yes,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
7684-XSZIY,1,Female,30,NA,No,Yes,No,0,United States,California,NA,94015,"37.680844, -122.48131",37.680844,-122.48131,886,63337,5,No Churn
8715-KKTFG,1,NA,61,No,No,Yes,Yes,1,United States,California,Orange Cove,93646,"36.633498, -119.298895",36.633498,NA,824,8449,NA,No Churn
8417-GSODA,1,Male,55,No,No,No,No,0,NA,California,Salinas,93906,"36.722898, -121.633648",36.722898,-121.633648,861,53946,1,Other
1697-NVVGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9504-YAZWB,1,Female,49,No,No,Yes,NA,1,United States,California,Yuba City,95991,"39.02741, -121.614982",39.02741,-121.614982,1557,34967,4,No Churn
1794-HBQTJ,NA,Female,56,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
7065-YUNRY,1,Female,27,NA,No,No,No,0,NA,California,Woodacre,94973,"38.005839, -122.638155",38.005839,NA,1081,1449,3,No Churn
9063-ZGTUY,1,Female,40,No,NA,No,No,0,United States,California,Nicasio,94946,"38.065359, -122.665566",38.065359,-122.665566,1066,607,1,Competitor
6765-MBQNU,1,Female,60,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
5375-XLDOF,1,Male,30,No,No,No,No,NA,United States,California,Milpitas,95035,"37.441931, -121.878502",37.441931,-121.878502,1100,62848,3,No Churn
0218-QNVAS,1,Female,62,No,No,Yes,Yes,3,United States,California,Berkeley,94709,NA,NA,-122.26609,1040,10147,5,No Churn
0486-HECZI,1,Male,NA,NA,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2573-GYRUU,1,Female,24,Yes,No,No,No,0,United States,California,Pasadena,NA,"34.159007, -118.087353",34.159007,NA,NA,NA,NA,No Churn
1834-WULEG,1,Female,25,Yes,No,Yes,NA,2,United States,California,Moss Landing,95039,"36.863303, -121.781632",36.863303,NA,1102,899,3,No Churn
0329-GTIAJ,1,NA,NA,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
5999-LCXAO,1,NA,70,No,Yes,NA,No,0,United States,NA,Porterville,NA,"36.008958, -118.891593",36.008958,-118.891593,NA,NA,5,NA
1304-BCCFO,1,Female,46,NA,NA,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
1193-RTSLK,1,Female,29,Yes,No,Yes,No,0,United States,California,Cressey,95312,"37.420273, -120.66527",37.420273,NA,1193,55,4,No Churn
4632-PAOYU,1,Female,37,No,No,No,No,0,United States,California,Norwalk,90650,"33.905963, -118.08263",33.905963,-118.08263,126,103214,NA,No Churn
9506-UXUSK,1,Male,35,No,No,No,No,0,United States,California,Bangor,95914,"39.396585, -121.38029",39.396585,-121.38029,1497,626,3,NA
7359-WWYJV,1,Female,57,No,No,No,NA,NA,United States,California,Hayward,94545,"37.62984, -122.120843",37.62984,-122.120843,978,27311,NA,Competitor
3316-UWXUY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6772-WFQRD,1,Male,60,No,No,Yes,NA,1,United States,NA,Pittsburg,94565,"38.006047, -121.916834",38.006047,-121.916834,993,78816,NA,No Churn
4373-MAVJG,1,Female,26,Yes,No,No,NA,NA,United States,California,Blocksburg,95514,"40.309088, -123.668201",40.309088,-123.668201,1320,199,3,No Churn
5060-TQUQN,1,Male,53,NA,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
9386-LDCZR,1,Male,67,No,Yes,No,No,0,United States,California,Lucerne Valley,92356,"34.508417, -116.856103",NA,-116.856103,467,5256,5,No Churn
0471-ARVMX,1,Female,51,No,NA,NA,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
3774-VBNXY,1,Female,20,Yes,No,NA,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
9548-ZMVTX,1,Female,25,Yes,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
5898-IGSLP,1,Male,25,Yes,No,No,No,NA,United States,California,La Canada Flintridge,91011,"34.234912, -118.153729",34.234912,-118.153729,166,20200,4,No Churn
4947-DSMXK,1,Male,24,Yes,No,Yes,NA,2,United States,California,San Luis Obispo,93405,"35.236549, -120.727344",35.236549,-120.727344,717,31982,4,NA
7136-IHZJA,1,Female,49,No,No,No,No,NA,United States,California,Chico,95926,"39.745712, -121.84333",NA,NA,1506,35808,3,No Churn
4710-NKCAW,1,Male,60,No,No,No,No,0,United States,California,Long Beach,90807,NA,33.830099,-118.182239,155,31556,1,NA
9837-BMCLM,1,Male,NA,No,No,No,No,0,United States,California,Daggett,92327,"34.875144, -116.821698",34.875144,NA,451,678,3,No Churn
6374-AFWOX,NA,Male,NA,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1656-DRSMG,1,Male,33,No,No,Yes,Yes,4,United States,California,San Francisco,94108,"37.791998, -122.408653",37.791998,-122.408653,919,13723,4,NA
0112-QAWRZ,1,Female,30,No,No,Yes,No,0,United States,California,North Hollywood,91605,"34.207295, -118.400022",34.207295,-118.400022,239,57146,2,Attitude
2688-BHGOG,1,NA,49,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
2911-UREFD,1,Male,44,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other
7105-BENQF,1,Female,77,No,Yes,Yes,Yes,2,United States,California,Edwards,93523,"34.966777, -117.961179",NA,-117.961179,761,7685,5,NA
7136-RVDTZ,1,Female,67,No,Yes,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8468-FZTOE,NA,Male,38,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Other
6727-IOTLZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-ARAAQ,1,Male,19,Yes,No,No,No,0,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644,328,42239,3,No Churn
3956-MGXOG,1,Female,79,No,NA,NA,No,0,United States,California,Sheep Ranch,95250,"38.244806, -120.417301",38.244806,-120.417301,1179,88,NA,No Churn
3167-SNQPL,1,Female,NA,No,No,Yes,No,0,United States,California,Imperial,NA,NA,32.858595,-115.662709,NA,NA,3,No Churn
6625-IUTTT,1,Female,32,No,No,Yes,Yes,1,United States,California,Bonita,NA,NA,32.67117,-117.00232,NA,NA,3,No Churn
4909-JOUPP,1,Male,19,Yes,No,Yes,Yes,NA,United States,California,Clearlake,95422,"38.965804, -122.631779",38.965804,-122.631779,1262,13485,NA,No Churn
9053-JZFKV,1,Male,45,No,No,Yes,Yes,NA,United States,California,Callahan,96014,"41.388397, -122.794636",41.388397,-122.794636,1569,290,3,NA
8690-ZVLCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6015-VVHHE,1,Male,60,NA,No,No,No,0,United States,California,San Jose,95118,"37.255479, -121.889838",37.255479,-121.889838,1124,31926,3,No Churn
1073-XXCZD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9443-JUBUO,1,Female,40,NA,No,No,Yes,3,United States,California,Big Bear City,92314,NA,34.278967,-116.773825,441,9899,NA,No Churn
8469-SNFFH,1,NA,29,Yes,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
5897-ZYEKH,1,Female,44,No,No,No,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8775-LHDJH,1,Male,NA,No,No,Yes,Yes,1,United States,California,Nipton,NA,NA,35.478736,-115.516984,NA,NA,3,No Churn
6988-CJEYV,1,Female,49,No,No,No,No,0,United States,California,March Air Reserve Base,NA,"33.888323, -117.277533",33.888323,-117.277533,NA,NA,1,NA
0612-RTZZA,1,Female,29,Yes,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Attitude
0822-QGCXA,1,Female,40,No,No,No,No,0,NA,California,Spring Valley,91978,"32.730264, -116.950963",NA,NA,313,7863,3,No Churn
2657-VPXTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6817-WTYHE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-SVUCV,1,Female,74,NA,Yes,No,NA,0,United States,NA,Redwood City,94062,"37.410567, -122.297152",37.410567,NA,904,25569,NA,No Churn
7278-CKDNC,1,Male,25,NA,No,NA,No,0,United States,California,Redlands,92373,"34.003243, -117.138286",34.003243,-117.138286,476,31230,NA,Competitor
4553-DVPZG,1,NA,73,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
3662-FXJFO,1,Male,57,No,No,No,No,0,United States,California,San Diego,92123,"32.808814, -117.134694",32.808814,-117.134694,374,25232,5,NA
2775-SEFEE,1,Male,44,No,No,NA,NA,0,United States,California,Palm Springs,92264,"33.745746, -116.514215",33.745746,-116.514215,415,18884,3,Competitor
5619-XZZKR,1,Female,30,No,NA,Yes,Yes,1,United States,California,Gilroy,95020,"37.03889, -121.528955",37.03889,-121.528955,1095,49968,NA,No Churn
2486-WYVVE,1,Female,67,No,Yes,Yes,Yes,1,United States,California,Copperopolis,95228,"37.943954, -120.67108",37.943954,-120.67108,1166,2633,NA,No Churn
8149-RSOUN,1,Male,22,Yes,NA,Yes,No,0,United States,California,NA,93932,"35.989792, -121.055933",35.989792,-121.055933,873,538,3,No Churn
1472-TNCWL,1,NA,66,No,NA,No,No,0,United States,California,Vallejo,94590,NA,38.104705,-122.247387,1012,37218,2,NA
8992-VONJD,1,Male,NA,No,Yes,Yes,Yes,1,United States,California,Orinda,94563,"37.873916, -122.20522",37.873916,-122.20522,991,17964,3,No Churn
8165-ZJRNM,NA,Male,55,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Price
6961-VCPMC,1,Female,77,NA,Yes,Yes,No,0,United States,California,Glendora,91741,"34.14649, -117.849815",34.14649,-117.849815,258,24973,NA,No Churn
1496-GGSUK,1,NA,20,Yes,No,No,No,0,NA,California,Fallbrook,NA,"33.362575, -117.299644",33.362575,-117.299644,NA,NA,NA,NA
3913-FCUUW,1,Female,58,NA,No,Yes,No,0,United States,California,Beale Afb,95903,"39.125311, -121.392283",39.125311,NA,1493,5654,5,NA
4993-JCRGJ,1,Female,NA,Yes,No,No,NA,0,United States,California,NA,93465,"35.536115, -120.739231",35.536115,-120.739231,750,7918,1,Other
3567-PQTSO,1,NA,NA,NA,No,No,No,0,United States,California,NA,95563,NA,40.89866,-123.539754,1350,660,3,No Churn
8008-OTEZX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2180-DXNEG,1,Female,70,No,Yes,Yes,No,0,United States,California,NA,95922,"39.432127, -121.099287",39.432127,-121.099287,1503,632,4,No Churn
1078-TDCRN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9846-GKXAS,1,Female,32,No,No,No,NA,NA,NA,California,Nicolaus,95659,"38.788898, -121.608624",38.788898,NA,1408,751,2,NA
2876-GZYZC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1415-YFWLT,1,Female,27,Yes,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
7241-AJHFS,NA,NA,NA,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Attitude
6166-ILMNY,1,NA,41,No,No,NA,No,0,NA,California,Travis Afb,94535,NA,NA,NA,971,9978,1,Price
4256-ZWTZI,NA,Female,56,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
3208-YPIOE,NA,Male,29,Yes,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Price
7110-BDTWG,1,Male,43,No,NA,No,No,0,NA,California,San Bernardino,NA,"34.122501, -117.320138",34.122501,-117.320138,NA,NA,2,Dissatisfaction
1816-FLZDK,NA,NA,21,Yes,No,No,NA,NA,United States,California,NA,92120,"32.807867, -117.060993",32.807867,-117.060993,371,25569,3,No Churn
4827-DPADN,1,Male,NA,Yes,No,Yes,No,NA,United States,California,Suisun City,NA,NA,38.197907,-122.017258,NA,NA,NA,No Churn
4248-HCETZ,NA,NA,27,Yes,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
3963-RYFNS,1,Female,55,No,NA,NA,No,0,United States,NA,King City,93930,"36.220761, -120.980777",36.220761,NA,872,14477,NA,Competitor
6369-MCAKO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3810-PJUHR,1,Male,42,No,No,Yes,No,0,United States,NA,Tuolumne,95379,"37.939768, -120.188002",NA,-120.188002,1240,3979,1,Price
6976-BWGLQ,1,Female,37,No,No,No,No,NA,United States,California,Keene,NA,NA,NA,-118.59049,NA,NA,3,Other
8318-LCNBW,1,Female,19,Yes,No,NA,NA,0,United States,California,NA,90263,"34.037037, -118.705803",NA,NA,84,11,4,No Churn
0666-UXTJO,1,Male,40,NA,No,No,No,0,United States,NA,NA,92346,"34.129677, -117.154277",34.129677,-117.154277,463,48245,NA,No Churn
4598-XLKNJ,NA,NA,NA,Yes,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9411-TPQQV,1,Female,44,No,No,No,No,0,United States,California,Oakland,94611,"37.828416, -122.216005",37.828416,-122.216005,1028,36517,2,Other
5049-GLYVG,1,Female,23,Yes,No,NA,No,0,United States,California,Long Beach,90810,"33.819814, -118.222416",33.819814,-118.222416,157,35656,NA,No Churn
0214-JHPFW,1,Female,69,No,Yes,Yes,No,0,United States,California,Helm,93627,"36.520537, -120.118055",36.520537,-120.118055,811,152,2,Price
4929-BSTRX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0928-XUTSN,1,Female,45,No,No,No,No,0,NA,NA,Courtland,95615,"38.311609, -121.554034",38.311609,-121.554034,1374,699,4,NA
0277-BKSQP,1,Female,54,No,No,Yes,NA,0,United States,California,Fresno,93726,"36.793601, -119.761131",36.793601,-119.761131,856,39148,NA,No Churn
6032-IGALN,1,Male,20,NA,No,NA,Yes,NA,United States,California,Sacramento,95822,"38.512569, -121.495184",38.512569,-121.495184,1471,44683,3,No Churn
7703-ZEKEF,1,Female,28,NA,No,No,Yes,2,United States,California,Lost Hills,NA,"35.637715, -119.893068",NA,-119.893068,NA,NA,3,No Churn
7677-SJJJK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3569-VLDHH,1,Male,52,No,No,Yes,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
1600-DILPE,1,Male,21,Yes,No,Yes,NA,0,United States,California,Glenn,NA,"39.597975, -122.032248",39.597975,NA,NA,NA,4,No Churn
0774-RMNUW,1,NA,52,No,No,Yes,NA,0,United States,California,Redwood Valley,95470,"39.298065, -123.25211",39.298065,-123.25211,1302,5995,1,Competitor
0463-WZZKO,1,Male,33,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
2519-FAKOD,1,Female,19,Yes,No,No,No,0,United States,California,Scotia,95565,"40.440636, -124.098739",40.440636,-124.098739,1352,1125,NA,No Churn
7483-IQWIB,1,Male,20,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Price
5701-GUXDC,1,Male,77,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
4566-QVRRW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0248-IPDFW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8441-SHIPE,NA,Female,37,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
7190-XHTWJ,NA,Female,NA,No,No,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
4706-DGAHW,1,Male,22,Yes,No,No,No,0,United States,California,Orick,95555,NA,41.336354,-124.044354,1344,494,4,NA
9174-FKWZE,1,Male,62,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
9693-XMUOB,1,Female,69,No,Yes,Yes,No,0,United States,California,Fallbrook,92028,"33.362575, -117.299644",NA,NA,328,42239,3,Competitor
4060-LDNLU,1,NA,24,Yes,No,No,NA,0,United States,California,Carmel By The Sea,93921,"36.554618, -121.922239",NA,-121.922239,865,2966,NA,NA
0968-GSIKN,1,Male,64,No,No,No,No,0,NA,California,Van Nuys,91401,NA,34.178483,-118.431791,223,40376,NA,No Churn
1179-INLAT,NA,NA,49,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4450-MDZFX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3205-MXZRA,1,NA,31,No,NA,Yes,Yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
4088-YLDSU,1,Female,45,No,No,Yes,Yes,2,United States,California,Davis,NA,"38.508735, -121.678813",38.508735,-121.678813,NA,NA,NA,NA
1641-BYBTK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5647-FXOTP,1,Male,NA,No,No,Yes,No,0,United States,California,Caspar,95420,"39.361283, -123.784599",39.361283,-123.784599,1260,333,1,Attitude
0940-OUQEC,1,Male,NA,No,No,No,No,NA,United States,NA,Coleville,96107,"38.42528, -119.475741",38.42528,-119.475741,1637,1332,4,NA
1345-GKDZZ,1,Female,NA,No,No,NA,Yes,7,United States,NA,NA,NA,NA,36.785618,-120.625382,NA,NA,NA,NA
3594-KADLU,1,Female,53,No,No,No,No,0,United States,California,Fellows,93224,"35.215731, -119.57013",35.215731,-119.57013,660,626,5,No Churn
8450-JOVAH,1,Female,21,Yes,No,Yes,No,0,United States,California,San Jose,95129,"37.305622, -122.000887",37.305622,-122.000887,1135,37570,2,Dissatisfaction
1891-QRQSA,1,NA,70,No,NA,No,No,0,United States,California,San Luis Obispo,93401,"35.233745, -120.626442",35.233745,-120.626442,715,27047,NA,Attitude
1498-NHTLT,1,Female,37,No,No,Yes,Yes,NA,United States,California,Fresno,93706,"36.654614, -119.903674",36.654614,NA,849,35790,3,No Churn
2696-RZVZW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9572-MTILT,NA,Female,71,NA,Yes,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
8818-DOPVL,1,Female,NA,No,No,No,No,NA,United States,California,Cedarville,96104,"41.505916, -120.152505",41.505916,-120.152505,1634,857,4,No Churn
2978-XXSOG,1,NA,23,NA,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
1642-HMARX,1,Female,53,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Competitor
5419-JPRRN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3506-LCJDC,1,Male,39,NA,NA,Yes,No,0,NA,California,North Highlands,95660,"38.671295, -121.388251",NA,-121.388251,1409,32202,3,No Churn
1685-VAYJF,1,Female,21,Yes,No,Yes,Yes,3,United States,NA,NA,NA,"34.11572, -118.192754",34.11572,-118.192754,NA,NA,3,NA
3884-HCSWG,1,NA,33,No,No,No,No,0,United States,California,Potrero,91963,"32.619465, -116.593605",32.619465,NA,311,905,5,No Churn
2266-FUBDZ,1,Male,27,Yes,No,No,No,0,United States,California,Los Angeles,90057,NA,34.061918,-118.277939,49,44004,4,NA
6344-SFJVH,1,Male,73,No,Yes,Yes,No,0,United States,California,Riverside,NA,"33.9108, -117.398153",33.9108,-117.398153,NA,NA,NA,NA
5149-QYTTU,1,Female,22,Yes,No,Yes,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
9251-WNSOD,1,Female,57,No,No,No,NA,0,United States,California,NA,90301,"33.956445, -118.358634",33.956445,-118.358634,98,37527,5,No Churn
2676-ISHSF,1,Female,23,Yes,No,No,No,0,United States,NA,Temecula,92592,"33.507255, -117.029473",33.507255,-117.029473,532,46171,NA,Competitor
2087-QAREY,1,Male,39,No,No,Yes,Yes,1,United States,California,Tomales,NA,"38.240769, -122.901041",38.240769,-122.901041,NA,NA,4,NA
4468-YDOVK,1,Female,53,NA,No,No,No,NA,United States,California,Comptche,NA,"39.239818, -123.565432",39.239818,-123.565432,NA,NA,2,Dissatisfaction
0742-LAFQK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7979-CORPM,1,Male,36,No,No,No,NA,0,United States,California,Huron,NA,"36.217864, -120.080117",36.217864,-120.080117,NA,NA,3,NA
0234-TEVTT,1,Male,23,Yes,No,No,No,0,NA,NA,Stevinson,95374,"37.316807, -120.855753",37.316807,-120.85575300000001,1238,1960,5,No Churn
0506-LVNGN,1,Male,28,Yes,No,No,No,0,United States,California,Los Angeles,NA,"33.988543, -118.334081",33.988543,-118.334081,NA,NA,1,Attitude
3090-QFUVD,1,NA,62,No,No,No,No,0,United States,NA,Weldon,93283,"35.55647, -118.244914",NA,-118.244914,699,1935,NA,No Churn
