Customer ID,Count.x,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Count.y,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,ID,Population,Satisfaction Score,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
9207-ZPANB,1,Female,52,No,No,Yes,Yes,NA,1,United States,California,Downey,90240,"33.956228, -118.120993",33.956228,NA,72,24908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
2380-DAMQP,NA,Female,51,No,No,Yes,No,0,1,United States,NA,Downey,90241,"33.940884, -118.128628",33.940884,-118.128628,73,40152,5,1,Q3,Yes,5,3,None,Yes,2.97,Yes,Yes,Fiber Optic,NA,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.9,273.2,0,0,8.91,NA,No Churn
4544-RXFMG,1,Male,NA,No,No,Yes,No,0,1,United States,California,El Segundo,90245,"33.917145, -118.401554",33.917145,-118.401554,75,16041,4,1,Q3,Yes,4,30,None,Yes,5.56,Yes,Yes,DSL,8,No,No,No,No,NA,No,No,No,Month-to-Month,No,Bank Withdrawal,49.9,1441.95,0,100,166.79999999999998,1708.75,NA
3446-QDSZF,1,Male,NA,No,No,NA,No,0,1,United States,NA,NA,NA,"33.890853, -118.297967",33.890853,-118.297967,NA,NA,4,1,Q3,NA,0,31,None,Yes,6.4,Yes,Yes,Cable,24,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,2168.15,0,0,198.4,2366.55,No Churn
1100-DDVRV,1,Female,57,No,No,No,No,0,1,United States,California,Gardena,90248,"33.876482, -118.284077",33.876482,NA,77,9960,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
7594-RQHXR,1,Male,30,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Q3,Yes,5,64,Offer B,Yes,13.8,NA,Yes,Fiber Optic,48,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,89.45,5692.65,0,NA,883.2,6575.8499999999995,No Churn
3795-GWTRD,1,Male,46,No,No,No,No,0,1,United States,NA,NA,90260,"33.88856, -118.351813",33.88856,-118.351813,82,33300,NA,1,Q3,No,0,1,None,Yes,5.02,No,No,None,0,No,No,No,No,No,NA,No,No,Month-to-Month,No,Credit Card,19.05,NA,0,NA,5.02,24.07,No Churn
2075-RMJIK,1,Male,NA,No,No,Yes,NA,1,1,United States,California,Malibu,90263,"34.037037, -118.705803",34.037037,-118.705803,84,11,NA,1,Q3,No,0,NA,Offer A,Yes,24.95,Yes,NA,Fiber Optic,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Two Year,NA,NA,114.45,NA,0,0,NA,9896.95,NA
6654-QGBZZ,1,Female,61,No,No,Yes,No,0,1,United States,NA,Manhattan Beach,90266,"33.889632, -118.39737",33.889632,-118.39737,86,33758,5,1,Q3,Yes,4,7,None,Yes,31.43,No,Yes,DSL,24,No,No,No,No,No,No,No,No,NA,NA,Credit Card,44.25,313.45,0,0,220.01,533.46,NA
2055-PDADH,1,NA,NA,No,No,NA,Yes,1,1,United States,California,Palos Verdes Peninsula,90274,"33.788208, -118.404955",33.788208,-118.404955,89,24979,NA,NA,NA,NA,2,40,Offer B,Yes,1.89,No,No,None,0,No,No,No,No,No,No,No,No,NA,Yes,Bank Withdrawal,20.4,NA,0,0,75.6,NA,NA
8216-AZUUZ,1,Male,24,Yes,No,No,NA,0,1,NA,California,Rancho Palos Verdes,90275,"33.753146, -118.367459",33.753146,-118.367459,90,41263,5,1,NA,No,0,16,None,Yes,25.71,Yes,NA,DSL,48,No,Yes,Yes,No,NA,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,71.4,1212.1,0,0,411.36,1623.46,No Churn
8819-WFGGJ,1,Male,19,Yes,No,Yes,No,0,NA,United States,California,Redondo Beach,90278,"33.873395, -118.37019",33.873395,NA,92,37322,4,1,Q3,Yes,9,67,Offer A,Yes,3.28,Yes,NA,None,NA,No,NA,No,No,No,No,No,No,Two Year,NA,Credit Card,24.85,1583.5,0,0,219.76,1803.26,No Churn
9323-HGFWY,1,NA,45,No,NA,Yes,No,0,1,United States,California,South Gate,NA,"33.944624, -118.192615",33.944624,NA,NA,NA,3,1,Q3,NA,2,41,Offer B,Yes,9.85,No,Yes,NA,14,Yes,Yes,Yes,No,NA,Yes,Yes,Yes,One Year,Yes,NA,104.45,4162.05,0,0,403.84999999999997,4565.9000000000005,No Churn
8746-OQQRW,1,Female,58,NA,No,Yes,Yes,1,1,United States,California,NA,90290,"34.115192, -118.61017",34.115192,-118.61017,94,5451,NA,1,NA,Yes,2,56,Offer B,Yes,48.56,No,NA,None,0,No,No,No,No,No,No,No,No,Two Year,NA,Credit Card,NA,1119.9,0,0,2719.36,3839.26,NA
6591-QGOYB,1,NA,25,Yes,NA,No,No,0,1,NA,California,NA,90291,"33.991782, -118.479229",33.991782,-118.479229,95,31021,4,NA,Q3,No,0,72,NA,Yes,48.52,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,NA,No,Two Year,Yes,Bank Withdrawal,116.45,8013.55,0,90,3493.44,NA,No Churn
2832-KJCRD,1,Female,58,No,No,Yes,No,0,1,United States,California,NA,NA,"33.947305, -118.439841",33.947305,-118.439841,NA,NA,5,1,Q3,Yes,1,54,Offer B,Yes,NA,No,No,NA,0,No,NA,No,No,No,No,NA,No,Two Year,No,NA,20.05,1102.4,0,0,1766.8799999999999,2869.2799999999997,NA
0587-DMGBH,1,Female,63,No,No,No,No,0,1,United States,California,Inglewood,90302,"33.975332, -118.355252",NA,-118.355252,99,30779,4,NA,NA,No,NA,50,Offer B,Yes,29.8,No,Yes,Fiber Optic,26,No,NA,Yes,NA,NA,Yes,Yes,Yes,Two Year,Yes,NA,89.7,NA,0,0,1490,5794.5,No Churn
3521-SYVOR,1,Male,33,No,No,Yes,No,0,1,United States,California,Inglewood,90304,"33.936827, -118.359824",33.936827,-118.359824,101,28680,3,1,Q3,NA,10,27,None,Yes,9.01,No,Yes,DSL,NA,Yes,No,No,No,No,NA,No,NA,One Year,No,Credit Card,NA,1421.75,NA,0,243.26999999999998,1665.02,No Churn
4419-UJMUS,1,Female,59,NA,No,No,No,0,1,United States,NA,Santa Monica,90402,"34.035849, -118.503508",34.035849,-118.503508,104,11509,3,1,Q3,No,0,12,Offer D,Yes,37.63,No,Yes,DSL,26,No,Yes,No,Yes,NA,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.3,654.5,0,NA,451.56000000000006,1236.06,No Churn
7010-BRBUU,1,Male,NA,No,No,NA,Yes,NA,1,United States,NA,Santa Monica,NA,"34.026334, -118.474222",34.026334,-118.474222,NA,NA,3,1,Q3,Yes,2,54,Offer B,Yes,46.7,No,Yes,Fiber Optic,75,No,Yes,No,Yes,No,No,No,NA,Two Year,Yes,Bank Withdrawal,79.95,4362.05,0,0,2521.8,6883.85,NA
1506-YJTYT,1,NA,NA,No,No,No,No,NA,1,NA,NA,Santa Monica,90405,"34.005439, -118.477507",NA,-118.477507,107,26099,4,1,Q3,No,0,68,Offer A,Yes,2.83,No,No,None,0,No,No,No,No,No,No,NA,No,Two Year,No,Bank Withdrawal,20.05,1386.9,0,0,192.44,1579.3400000000001,No Churn
2123-AGEEN,1,Male,20,Yes,No,No,No,NA,1,United States,California,Torrance,90501,"33.833699, -118.314387",33.833699,-118.314387,108,40705,3,1,Q3,No,0,20,NA,Yes,31.02,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,415.4,0,NA,620.4,1035.8,No Churn
1207-BLKSA,1,NA,46,No,No,Yes,No,0,1,United States,NA,Torrance,90502,"33.833181, -118.292062",33.833181,-118.292062,109,17058,4,1,Q3,Yes,NA,50,NA,Yes,10.33,Yes,Yes,DSL,6,No,No,Yes,No,No,No,NA,Yes,One Year,No,Bank Withdrawal,54.9,2614.1,0,0,516.5,3130.6,No Churn
7798-JVXYM,1,Male,42,No,No,No,No,0,1,United States,NA,Torrance,90503,NA,33.840399,-118.353714,110,41979,4,1,Q3,No,NA,58,Offer B,Yes,2.38,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.45,1513.6,NA,0,138.04,1651.6399999999999,NA
0134-XWXCE,1,Male,NA,No,No,Yes,Yes,3,1,United States,California,Torrance,90504,"33.867257, -118.330794",33.867257,-118.330794,111,31678,3,1,Q3,Yes,4,35,None,Yes,48.08,Yes,Yes,Fiber Optic,53,No,NA,No,No,Yes,No,NA,No,Month-to-Month,Yes,Bank Withdrawal,NA,3161.6,0,NA,1682.8,4884.4,No Churn
9970-QBCDA,1,Female,31,No,No,NA,No,0,1,United States,California,Torrance,90505,"33.807882, -118.347957",33.807882,-118.347957,112,34873,3,1,Q3,No,0,2,None,Yes,10.81,No,Yes,Cable,13,No,No,No,No,No,No,NA,Yes,Month-to-Month,Yes,Bank Withdrawal,NA,80.95,NA,0,21.62,102.57000000000001,NA
6907-CQGPN,1,NA,NA,No,No,Yes,No,0,1,NA,California,Whittier,90602,"33.972119, -118.020188",33.972119,-118.020188,114,26265,3,1,NA,Yes,8,58,Offer B,Yes,37.95,Yes,NA,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,NA,One Year,Yes,Credit Card,110.65,NA,0,NA,2201.1000000000004,8727.75,NA
5170-PTRKA,NA,Female,37,No,NA,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Q3,Yes,10,27,None,NA,20.96,No,No,None,0,No,NA,No,No,No,No,No,No,One Year,Yes,Credit Card,20.55,583.3,NA,0,565.9200000000001,1149.22,No Churn
0734-OXWBT,1,Female,57,No,No,Yes,No,0,1,United States,California,Whittier,90604,"33.929704, -118.01208",33.929704,-118.01208,116,37887,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5862-BRIXZ,1,Female,35,No,No,No,No,0,1,United States,California,Whittier,90605,"33.960891, -118.032222",33.960891,NA,117,38181,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
6397-JNZZG,1,NA,40,No,No,Yes,No,0,1,United States,California,NA,90606,"33.976678, -118.065875",33.976678,-118.065875,118,32148,4,1,Q3,Yes,8,71,Offer A,Yes,26.56,Yes,Yes,NA,NA,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.25,6669.45,0,90,1885.76,8645.21,No Churn
1872-EBWSC,1,Female,51,No,No,Yes,Yes,1,1,United States,California,NA,90630,"33.818477, -118.038307",NA,-118.038307,122,47344,4,1,Q3,Yes,10,68,Offer A,Yes,46.61,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.35,1292.65,0,0,3169.48,4462.13,No Churn
7654-YWJUF,1,Male,32,NA,No,Yes,Yes,2,1,United States,NA,La Habra,90631,"33.940619, -117.9513",33.940619,-117.9513,123,67354,4,1,Q3,Yes,10,NA,None,NA,26.26,No,Yes,NA,22,Yes,No,No,NA,No,NA,No,Yes,Month-to-Month,Yes,Credit Card,48.75,NA,0,NA,26.26,75.01,No Churn
4632-PAOYU,1,Female,37,No,No,No,No,0,1,United States,California,Norwalk,90650,"33.905963, -118.08263",33.905963,-118.08263,126,103214,NA,1,Q3,No,0,28,None,NA,3.25,Yes,Yes,Cable,11,No,NA,No,Yes,No,No,No,Yes,Month-to-Month,NA,Credit Card,54.9,1505.15,0,0,91,NA,No Churn
8204-TIFGJ,NA,NA,54,No,No,Yes,Yes,2,1,United States,California,Pico Rivera,90660,"33.989524, -118.089299",33.989524,-118.089299,127,63288,4,NA,Q3,Yes,3,72,Offer A,Yes,NA,Yes,NA,None,0,No,NA,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,1859.1,NA,0,3433.68,5292.78,No Churn
6496-JDSSB,NA,Female,36,No,No,No,No,0,1,United States,California,NA,90670,"33.933565, -118.062611",33.933565,-118.062611,128,16271,3,1,Q3,No,0,2,None,Yes,46.78,No,Yes,Fiber Optic,NA,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.15,168.5,0,NA,93.56,272.06,NA
0365-TRTPY,NA,Female,54,No,No,Yes,No,0,1,United States,California,Lakewood,90715,"33.841027, -118.078097",33.841027,-118.078097,137,20890,4,1,Q3,Yes,10,57,NA,Yes,23.28,No,No,None,0,No,No,NA,No,No,NA,No,No,NA,Yes,Bank Withdrawal,19.6,1134.25,0,0,1326.96,NA,NA
2773-OVBPK,1,Male,45,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
7927-AUXBZ,1,Female,60,No,NA,Yes,No,0,1,United States,California,Los Alamitos,90720,"33.79499, -118.065591",33.79499,NA,140,21343,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
9350-VLHMB,NA,Male,64,No,No,Yes,Yes,1,1,United States,California,Paramount,90723,"33.897122, -118.164432",NA,-118.164432,141,55306,3,1,Q3,NA,10,42,Offer B,Yes,16.67,Yes,Yes,Cable,17,Yes,Yes,NA,No,Yes,No,No,Yes,Month-to-Month,NA,Bank Withdrawal,69.4,3058.3,0,0,700.1400000000001,3758.4400000000005,No Churn
0674-DGMAQ,1,Male,NA,Yes,No,NA,Yes,1,1,United States,California,San Pedro,90731,"33.736387, -118.284363",33.736387,-118.284363,142,58639,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
0187-QSXOE,1,Female,26,Yes,No,Yes,No,0,1,United States,California,NA,90732,"33.744119, -118.31448",33.744119,-118.31448,143,21279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
1401-FTHFQ,1,Female,20,Yes,No,NA,No,0,NA,United States,California,Sunset Beach,90742,"33.719221, -118.073596",33.719221,-118.073596,145,1107,5,1,Q3,Yes,5,23,Offer D,Yes,14.53,NA,NA,Cable,48,No,No,NA,Yes,NA,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,73.65,NA,0,0,334.19,1976.94,NA
8058-INTPH,1,Female,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,No,0,30,None,Yes,9.27,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,NA,19.4,578.5,NA,0,278.09999999999997,856.5999999999999,No Churn
4056-QHXHZ,1,NA,40,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Q3,No,0,35,None,Yes,49.13,NA,NA,None,0,No,No,No,No,No,NA,No,No,One Year,No,NA,26.2,954.9,0,0,1719.5500000000002,2674.4500000000003,NA
2848-YXSMW,1,NA,22,Yes,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,No,0,NA,Offer D,Yes,15.77,No,Yes,Fiber Optic,NA,NA,NA,No,No,NA,No,No,Yes,NA,Yes,Credit Card,69.7,NA,NA,0,346.94,1837.3400000000001,NA
7129-ACFOG,1,Female,46,No,No,No,No,0,1,United States,California,Long Beach,90804,"33.783047, -118.1486",NA,-118.1486,152,43467,3,1,Q3,No,0,36,None,No,0,No,Yes,Cable,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,NA,Yes,Credit Card,53.1,1901.25,NA,0,0,1901.25,NA
1488-SYSFC,1,Female,39,No,No,Yes,Yes,1,1,NA,California,Long Beach,90805,"33.864622, -118.179626",33.864622,-118.179626,153,91664,NA,1,Q3,Yes,7,34,None,Yes,9.66,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.65,716.4,0,0,NA,NA,No Churn
5206-HPJKM,1,Male,48,No,No,Yes,Yes,NA,1,United States,California,Long Beach,90807,"33.830099, -118.182239",33.830099,-118.182239,155,31556,3,1,Q3,Yes,9,36,None,Yes,34.79,Yes,No,None,0,No,No,No,No,No,No,No,No,NA,No,Credit Card,25.1,930.95,0,0,1252.44,2183.3900000000003,NA
6445-TNRXS,1,NA,35,No,No,Yes,Yes,1,1,United States,California,NA,90814,"33.771612, -118.143866",33.771612,-118.143866,159,19034,3,1,Q3,Yes,3,71,Offer A,Yes,34.53,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,No,No,NA,No,One Year,NA,Credit Card,95.15,6770.85,0,0,NA,NA,NA
5122-CYFXA,1,Male,NA,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Q3,NA,1,17,Offer D,Yes,NA,No,Yes,Fiber Optic,5,No,NA,Yes,NA,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.65,1588.25,0,0,NA,2078.36,NA
7762-ONLJY,1,Male,26,Yes,No,No,No,NA,1,United States,California,Altadena,NA,"34.196837, -118.142236",34.196837,-118.142236,NA,NA,5,1,Q3,No,0,1,None,Yes,5.63,No,Yes,Cable,52,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,75.5,0,0,5.63,81.13,No Churn
5178-LMXOP,1,Male,44,No,No,Yes,Yes,3,1,NA,California,Arcadia,91006,"34.137319, -118.029837",34.137319,-118.029837,163,30028,4,1,NA,Yes,7,12,Offer D,Yes,NA,No,No,None,0,No,No,No,No,No,No,No,NA,NA,No,Credit Card,19.7,258.35,0,0,NA,314.87,No Churn
9522-ZSINC,1,Female,51,No,No,Yes,No,0,1,United States,California,Arcadia,91007,"34.128284, -118.047732",34.128284,-118.047732,164,30933,4,1,Q3,Yes,6,72,Offer A,Yes,43.91,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,1502.25,0,0,3161.5199999999995,4663.7699999999995,No Churn
3401-URHDA,1,Male,33,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Q3,No,0,1,None,Yes,35.88,NA,NA,None,0,NA,NA,No,No,No,No,No,No,Month-to-Month,No,Credit Card,NA,NA,0,0,NA,55.08,NA
4289-DTDKW,1,Male,50,No,No,Yes,Yes,4,1,United States,California,Monrovia,91016,"34.1528, -118.000482",NA,-118.000482,167,41067,5,NA,Q3,Yes,9,NA,Offer B,Yes,38.44,Yes,Yes,Fiber Optic,57,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.35,4453.3,0,0,2306.3999999999996,6759.7,No Churn
3158-MOERK,1,Female,38,No,NA,Yes,No,0,NA,United States,California,Montrose,91020,"34.2112, -118.230625",34.2112,-118.230625,168,7527,3,1,Q3,Yes,10,61,Offer B,No,0,No,Yes,NA,17,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,51.35,3244.4,0,0,0,3244.4,No Churn
8620-RJPZN,1,NA,27,NA,No,Yes,NA,0,1,United States,California,Sierra Madre,91024,NA,34.168686,-118.057505,169,10558,4,1,Q3,Yes,9,NA,Offer E,NA,5.69,No,Yes,NA,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.65,323.45,NA,0,34.14,357.59,No Churn
6078-VESFR,1,Male,29,NA,No,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2676-OXPPQ,1,Female,42,No,No,No,No,0,1,NA,California,Pasadena,91103,"34.167465, -118.165327",34.167465,-118.165327,174,27891,5,NA,Q3,No,0,32,None,Yes,32.02,Yes,Yes,DSL,NA,No,Yes,No,No,NA,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,1739.6,0,0,1024.64,NA,NA
2898-LSJGD,1,Male,52,No,No,Yes,No,0,1,United States,California,Pasadena,91104,"34.165383, -118.123752",34.165383,-118.123752,175,38460,5,1,Q3,Yes,1,65,Offer B,Yes,19.84,Yes,Yes,Fiber Optic,NA,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.65,5931,0,NA,1289.6,7330.6,NA
5748-RNCJT,1,Female,54,NA,No,Yes,Yes,2,1,NA,California,Pasadena,91105,"34.13946, -118.166649",34.13946,-118.166649,176,10253,3,1,Q3,Yes,10,45,Offer B,No,NA,No,Yes,DSL,18,Yes,NA,NA,NA,NA,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,NA,2333.85,NA,0,0,2333.85,No Churn
3938-YFPXD,1,Male,20,Yes,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,Q3,No,0,42,None,Yes,27.64,Yes,No,None,NA,No,No,No,No,No,No,No,No,One Year,NA,Bank Withdrawal,25.05,949.85,0,0,NA,2110.73,No Churn
1575-KRZZE,1,Male,64,No,No,No,No,0,1,United States,California,Pasadena,91107,NA,34.159007,-118.087353,178,32369,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6797-LNAQX,1,NA,38,No,No,No,Yes,2,1,United States,California,San Marino,91108,"34.122671, -118.112911",34.122671,-118.112911,179,13158,4,1,Q3,No,0,32,None,Yes,16.94,No,No,None,0,No,No,No,No,NA,No,No,No,Two Year,No,Credit Card,20.5,696.8,0,0,542.08,1238.88,No Churn
6464-KEXXH,1,Male,33,No,No,No,No,0,1,NA,California,NA,91203,"34.153338, -118.262974",34.153338,-118.262974,182,14493,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4685-TFLLS,NA,Female,25,Yes,No,Yes,No,0,1,United States,California,Glendale,91205,NA,34.13658,-118.245839,184,41390,NA,1,Q3,Yes,7,1,Offer E,Yes,NA,No,Yes,DSL,52,No,No,No,No,No,NA,No,No,NA,Yes,Bank Withdrawal,45,45,NA,10,NA,95.63,NA
9631-RXVJM,1,Female,24,Yes,No,No,No,0,1,United States,California,La Crescenta,NA,"34.239636, -118.245259",34.239636,NA,NA,NA,3,1,Q3,No,0,4,Offer E,Yes,9.75,Yes,No,None,0,NA,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.3,116.95,0,0,39,155.95,No Churn
3186-AJIEK,1,Female,23,Yes,No,Yes,NA,0,1,United States,California,Calabasas,91302,"34.130861, -118.68346",34.130861,-118.68346,190,23661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
9174-IHETN,1,Male,61,No,NA,No,No,0,1,United States,NA,Canoga Park,91303,"34.19829, -118.602203",NA,-118.602203,191,23519,4,1,NA,No,0,45,None,Yes,10.36,No,NA,DSL,6,NA,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.95,3273.8,0,0,466.2,NA,No Churn
5149-QYTTU,1,Female,22,Yes,No,Yes,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Q3,Yes,5,71,NA,Yes,22.36,No,No,NA,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,NA,1415.85,0,0,1587.56,3003.41,No Churn
5549-ZGHFB,1,Male,49,No,No,Yes,No,0,1,United States,California,Winnetka,91306,"34.209532, -118.577563",34.209532,-118.577563,193,43857,NA,NA,Q3,NA,3,59,NA,Yes,16.06,No,Yes,DSL,4,NA,Yes,Yes,NA,Yes,No,No,Yes,One Year,No,Credit Card,66.4,3958.2,0,0,NA,4905.74,No Churn
0253-ZTEOB,1,Male,37,No,No,No,No,0,1,United States,California,NA,91307,"34.199787, -118.68493",34.199787,-118.68493,194,23637,5,1,Q3,No,0,69,None,No,NA,No,Yes,DSL,NA,NA,Yes,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,35.75,2492.25,0,150,0,2642.25,No Churn
0030-FNXPP,1,Male,62,NA,No,NA,No,0,1,United States,California,NA,91311,"34.294142, -118.603883",34.294142,-118.603883,195,35325,3,1,Q3,No,NA,19,NA,Yes,17.17,No,No,None,0,NA,No,No,No,No,No,No,No,One Year,No,Credit Card,18.8,279.2,NA,0,326.23,NA,NA
4291-SHSBH,1,Female,24,Yes,No,NA,Yes,NA,1,United States,California,Encino,91316,"34.150354, -118.518292",34.150354,NA,196,27614,5,NA,Q3,Yes,8,NA,NA,Yes,27.75,No,No,None,NA,No,No,No,No,No,NA,No,No,Two Year,No,Credit Card,NA,1083,0,0,1526.25,2609.25,No Churn
7613-LLQFO,NA,NA,48,No,No,No,No,0,1,United States,California,NA,91320,"34.172071, -118.946262",34.172071,-118.946262,197,37779,5,1,NA,No,0,38,None,Yes,32.63,No,No,None,0,No,No,No,No,No,No,NA,NA,NA,No,Mailed Check,19.3,755.5,0,0,NA,1995.44,No Churn
4825-FUREZ,1,Male,NA,No,No,Yes,Yes,2,1,United States,California,San Fernando,91340,"34.286131, -118.435969",NA,-118.435969,204,33389,5,1,Q3,NA,4,46,NA,Yes,14.91,No,NA,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,NA,20.1,936.85,0,0,685.86,1622.71,NA
2812-ENYMO,1,Female,22,Yes,No,Yes,No,0,1,United States,California,North Hills,91343,"34.238802, -118.482296",34.238802,-118.482296,206,57017,4,1,Q3,Yes,5,65,None,Yes,34.31,No,Yes,DSL,71,Yes,No,Yes,NA,No,No,No,Yes,NA,No,Credit Card,58.9,NA,0,0,2230.15,6087.25,NA
6258-PVZWJ,1,Male,NA,Yes,No,Yes,Yes,3,NA,United States,California,Santa Clarita,NA,"34.502432, -118.41459",34.502432,-118.41459,NA,NA,4,1,Q3,Yes,6,71,None,Yes,11.3,No,NA,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.45,1378.45,NA,0,802.3000000000001,2180.75,NA
4830-FAXFM,1,Male,37,No,No,Yes,No,0,NA,NA,California,Valencia,91354,NA,34.457005,NA,212,17846,NA,1,Q3,Yes,4,6,None,Yes,47.29,Yes,No,None,NA,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,25.1,171,NA,0,283.74,NA,No Churn
